Order,Dim,TrainN,TestN,mean_AUROC,std_AUROC,mean_AUPRC,std_AUPRC,mean_F1,std_F1,mean_Precision,std_Precision,mean_Recall,std_Recall,mean_MCC,std_MCC,mean_ACC,std_ACC
Ankh_ESM2_ProtT5,1066,2432,612,0.8939515966959067,0.010319150472046661,0.7850703674065287,0.019305137458146007,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
Ankh_ProtT5_ESM2,1066,2432,612,0.8939544446034067,0.01031797011496702,0.7851667138833673,0.01931817187836086,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
ESM2_Ankh_ProtT5,1066,2432,612,0.8939342460807843,0.010311451873991087,0.7850684276263457,0.01927722361474378,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
ESM2_ProtT5_Ankh,1066,2432,612,0.8939371691797477,0.010338448157506225,0.7850497761318335,0.0193088036443456,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
ProtT5_Ankh_ESM2,1066,2432,612,0.8939400546829797,0.010323404550028102,0.7850585032822772,0.019300907993614627,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
ProtT5_ESM2_Ankh,1066,2432,612,0.8939573301066384,0.010300596409078126,0.7850812909339899,0.019285444654586904,0.6331609137336691,0.024515234198763784,0.8792959969211431,0.0204302432739496,0.4954248366013072,0.029957309489610295,0.5882020874915066,0.023288129013469782,0.8567767457860336,0.007256131113659015
