threshold,precision,recall,specificity,accuracy,f1,mcc,auprc,auroc
-2.8439919383633585,0.2526580861779519,1.0,0.013663220088626292,0.26031570202160065,0.4033951306678579,0.05875477034778083,0.9228836711020629,0.9631005952585426
-2.822200318908471,0.2530829596412556,1.0,0.01587887740029542,0.2619772916089726,0.4039364795347797,0.06339300661940094,0.9228836711020629,0.9631005952585426
-2.8004086994535826,0.25343811394891946,1.0,0.01772525849335303,0.26336194959844916,0.4043887147335423,0.06702429471327884,0.9228836711020629,0.9631005952585426
-2.778617079998695,0.25365168539325844,1.0,0.01883308714918759,0.26419274439213514,0.404660542236164,0.06911616523324735,0.9228836711020629,0.9631005952585426
-2.7568254605438067,0.25407990996060775,1.0,0.021048744460856722,0.2658543339795071,0.40520529504150776,0.07313045259943574,0.9228836711020629,0.9631005952585426
-2.735033841088919,0.25472496473906914,1.0,0.024372230428360415,0.26834671836056495,0.4060251798561151,0.07879223017834039,0.9228836711020629,0.9631005952585426
-2.7132422216340313,0.2549407114624506,1.0,0.025480059084194977,0.2691775131542509,0.4062992125984252,0.080597173592068,0.9228836711020629,0.9631005952585426
-2.691450602179143,0.2553011026293469,1.0,0.027326440177252585,0.2705621711437275,0.40675675675675677,0.08352526748348352,0.9228836711020629,0.9631005952585426
-2.6696589827242554,0.2558073654390935,1.0,0.029911373707533235,0.27250069232899476,0.40739905256034287,0.08747313704668563,0.9228836711020629,0.9631005952585426
-2.6478673632693672,0.25609756097560976,1.0,0.03138847858197932,0.273608418720576,0.4077669902912621,0.08965775375047086,0.9228836711020629,0.9631005952585426
-2.6260757438144795,0.2568259385665529,1.0,0.03508124076809453,0.2763777346995292,0.4086897488119484,0.09491982188323521,0.9228836711020629,0.9631005952585426
-2.6042841243595913,0.2573382730122542,1.0,0.03766617429837518,0.27831625588479647,0.40933816863100636,0.09845277164672626,0.9228836711020629,0.9631005952585426
-2.5824925049047036,0.2577790465315444,1.0,0.03988183161004431,0.27997784547216836,0.4098955969133,0.10139378938755977,0.9228836711020629,0.9631005952585426
-2.5607008854498154,0.25851703406813625,1.0,0.04357459379615953,0.28274716145112155,0.410828025477707,0.10613564315962368,0.9228836711020629,0.9631005952585426
-2.5389092659949277,0.25925925925925924,1.0,0.047267355982274745,0.28551647743007474,0.4117647058823529,0.11070004380806842,0.9228836711020629,0.9631005952585426
-2.51711764654004,0.2600806451612903,1.0,0.05132939438700148,0.2885627250069233,0.4128,0.11554125673502802,0.9228836711020629,0.9631005952585426
-2.495326027085152,0.26038062283737023,1.0,0.052806499261447565,0.28967045139850456,0.4131777625257378,0.11725949499958135,0.9228836711020629,0.9631005952585426
-2.473534407630264,0.2611336032388664,1.0,0.056499261447562774,0.29243976737745775,0.41412520064205455,0.12146545073450656,0.9228836711020629,0.9631005952585426
-2.451742788175376,0.2620429483459083,1.0,0.060930576070901035,0.2957629465522016,0.4152678776730283,0.12635833094036006,0.9228836711020629,0.9631005952585426
-2.429951168720488,0.26272912423625255,1.0,0.06425406203840472,0.2982553309332595,0.4161290322580645,0.12992849359540776,0.9228836711020629,0.9631005952585426
-2.4081595492656005,0.26388077147866745,1.0,0.06979320531757754,0.30240930490168927,0.41757225433526013,0.13570956069183704,0.9228836711020629,0.9631005952585426
-2.3863679298107123,0.2648870636550308,1.0,0.07459379615952733,0.30600941567432843,0.41883116883116883,0.14056646695275196,0.9228836711020629,0.9631005952585426
-2.3645763103558246,0.2662146226415094,1.0,0.08087149187592318,0.3107172528385489,0.42048894062863795,0.1467282307267582,0.9228836711020629,0.9631005952585426
-2.3427846909009364,0.2673179396092362,1.0,0.08604135893648449,0.31459429520908333,0.42186405045550107,0.15165882365388364,0.9228836711020629,0.9631005952585426
-2.3209930714460487,0.26835066864784546,1.0,0.09084194977843427,0.3181944059817225,0.4231490159325211,0.15613294964329866,0.9228836711020629,0.9631005952585426
-2.299201451991161,0.26907032181168056,1.0,0.09416543574593796,0.3206867903627804,0.4240432026297253,0.1591763930352006,0.9228836711020629,0.9631005952585426
-2.277409832536273,0.2699551569506726,1.0,0.0982274741506647,0.32373303793962893,0.4251412429378531,0.16284045320868776,0.9228836711020629,0.9631005952585426
-2.2556182130813847,0.2709270927092709,1.0,0.10265878877400296,0.32705621711437277,0.4263456090651558,0.1667724413192892,0.9228836711020629,0.9631005952585426
-2.233826593626497,0.2723160434258142,1.0,0.10893648449039882,0.3317640542785932,0.42806352216164967,0.17223574669952516,0.9228836711020629,0.9631005952585426
-2.212034974171609,0.27358204428268124,0.9988925802879292,0.1155834564254062,0.33647189144281364,0.42952380952380953,0.17593753090254638,0.9228836711020629,0.9631005952585426
