cluster_id,cluster_size
Cluster 36628,2
Cluster 6550,2
Cluster 41907,2
Cluster 59233,2
Cluster 35793,2
Cluster 36625,2
Cluster 28623,2
Cluster 2860,2
Cluster 29850,2
Cluster 65497,2
Cluster 73627,2
Cluster 73599,2
Cluster 43809,2
Cluster 18210,2
Cluster 20831,2
Cluster 36624,2
Cluster 35803,2
Cluster 55002,2
Cluster 41914,2
Cluster 535,2
Cluster 18214,2
Cluster 29833,2
Cluster 53500,2
Cluster 29851,2
Cluster 53501,2
Cluster 55003,2
Cluster 55004,2
Cluster 73630,2
Cluster 41865,2
Cluster 2863,2
Cluster 28625,2
Cluster 43859,2
Cluster 59916,2
Cluster 42042,2
Cluster 55057,2
Cluster 2066,2
Cluster 20659,2
Cluster 21,2
Cluster 71677,2
Cluster 20654,2
Cluster 59201,2
Cluster 2100,2
Cluster 41798,2
Cluster 28555,2
Cluster 29893,2
Cluster 18128,2
Cluster 54860,2
Cluster 53585,2
Cluster 43675,2
Cluster 18082,2
Cluster 53586,2
Cluster 53587,2
Cluster 53435,2
Cluster 35847,2
Cluster 29764,2
Cluster 28715,2
Cluster 18080,2
Cluster 71399,2
Cluster 28554,2
Cluster 36675,2
Cluster 28716,2
Cluster 43677,2
Cluster 20678,2
Cluster 54873,2
Cluster 73493,2
Cluster 4203,2
Cluster 36566,2
Cluster 20674,2
Cluster 42031,2
Cluster 36565,2
Cluster 54870,2
Cluster 5928,2
Cluster 18096,2
Cluster 71408,2
Cluster 42037,2
Cluster 18338,2
Cluster 54865,2
Cluster 20667,2
Cluster 36670,2
Cluster 53447,2
Cluster 71406,2
Cluster 71669,2
Cluster 41800,2
Cluster 28558,2
Cluster 18342,2
Cluster 20997,2
Cluster 29884,2
Cluster 20998,2
Cluster 43678,2
Cluster 4204,2
Cluster 59913,2
Cluster 42040,2
Cluster 53582,2
Cluster 64597,2
Cluster 18364,2
Cluster 42068,2
Cluster 35851,2
Cluster 18368,2
Cluster 64600,2
Cluster 42069,2
Cluster 4366,2
Cluster 43658,2
Cluster 4387,2
Cluster 28725,2
Cluster 43656,2
Cluster 73461,2
Cluster 59290,2
Cluster 36557,2
Cluster 42071,2
Cluster 28544,2
Cluster 59291,2
Cluster 64500,2
Cluster 36548,2
Cluster 54841,2
Cluster 54840,2
Cluster 42078,2
Cluster 73460,2
Cluster 36545,2
Cluster 29751,2
Cluster 71713,2
Cluster 71714,2
Cluster 35763,2
Cluster 43654,2
Cluster 18377,2
Cluster 36556,2
Cluster 54855,2
Cluster 18355,2
Cluster 18356,2
Cluster 7169,2
Cluster 21008,2
Cluster 42057,2
Cluster 2101,2
Cluster 28550,2
Cluster 21011,2
Cluster 73479,2
Cluster 21012,2
Cluster 54850,2
Cluster 42059,2
Cluster 18078,2
Cluster 73474,2
Cluster 4206,2
Cluster 21013,2
Cluster 36677,2
Cluster 36679,2
Cluster 73694,2
Cluster 42061,2
Cluster 3668,2
Cluster 54847,2
Cluster 73476,2
Cluster 20633,2
Cluster 21018,2
Cluster 5929,2
Cluster 42066,2
Cluster 35849,2
Cluster 18075,2
Cluster 64502,2
Cluster 20717,2
Cluster 73530,2
Cluster 53550,2
Cluster 28688,2
Cluster 59270,2
Cluster 3658,2
Cluster 71436,2
Cluster 20956,2
Cluster 36578,2
Cluster 18114,2
Cluster 6452,2
Cluster 20957,2
Cluster 35829,2
Cluster 28693,2
Cluster 28560,2
Cluster 18298,2
Cluster 28573,2
Cluster 20961,2
Cluster 183,2
Cluster 53555,2
Cluster 20962,2
Cluster 53556,2
Cluster 29786,2
Cluster 43709,2
Cluster 43707,2
Cluster 71432,2
Cluster 35833,2
Cluster 41818,2
Cluster 41817,2
Cluster 59207,2
Cluster 2096,2
Cluster 18127,2
Cluster 18282,2
Cluster 55033,2
Cluster 43725,2
Cluster 55035,2
Cluster 29795,2
Cluster 73659,2
Cluster 28575,2
Cluster 36587,2
Cluster 43835,2
Cluster 59904,2
Cluster 20949,2
Cluster 18287,2
Cluster 54905,2
Cluster 20954,2
Cluster 54903,2
Cluster 59267,2
Cluster 29871,2
Cluster 41998,2
Cluster 41825,2
Cluster 18119,2
Cluster 53457,2
Cluster 55037,2
Cluster 29791,2
Cluster 59268,2
Cluster 59269,2
Cluster 20951,2
Cluster 55038,2
Cluster 55039,2
Cluster 28686,2
Cluster 36585,2
Cluster 3584,2
Cluster 28702,2
Cluster 54878,2
Cluster 18325,2
Cluster 53574,2
Cluster 73500,2
Cluster 71414,2
Cluster 18329,2
Cluster 53576,2
Cluster 20689,2
Cluster 29770,2
Cluster 18106,2
Cluster 54876,2
Cluster 18332,2
Cluster 36573,2
Cluster 18104,2
Cluster 64518,2
Cluster 42025,2
Cluster 73497,2
Cluster 71413,2
Cluster 20986,2
Cluster 42026,2
Cluster 20684,2
Cluster 20681,2
Cluster 71410,2
Cluster 2068,2
Cluster 3667,2
Cluster 64516,2
Cluster 64515,2
Cluster 20679,2
Cluster 53454,2
Cluster 59275,2
Cluster 28699,2
Cluster 35834,2
Cluster 43703,2
Cluster 53562,2
Cluster 18112,2
Cluster 53563,2
Cluster 2097,2
Cluster 36662,2
Cluster 71425,2
Cluster 20702,2
Cluster 71424,2
Cluster 18111,2
Cluster 18311,2
Cluster 71422,2
Cluster 36667,2
Cluster 71643,2
Cluster 54885,2
Cluster 4181,2
Cluster 54884,2
Cluster 41809,2
Cluster 36570,2
Cluster 53565,2
Cluster 54881,2
Cluster 18316,2
Cluster 20695,2
Cluster 29778,2
Cluster 43696,2
Cluster 35837,2
Cluster 18107,2
Cluster 4202,2
Cluster 18109,2
Cluster 36092,2
Cluster 42719,2
Cluster 36256,2
Cluster 72864,2
Cluster 19722,2
Cluster 2915,2
Cluster 19724,2
Cluster 36259,2
Cluster 18705,2
Cluster 36262,2
Cluster 7241,2
Cluster 36091,2
Cluster 29142,2
Cluster 19734,2
Cluster 72869,2
Cluster 29140,2
Cluster 54020,2
Cluster 72406,2
Cluster 19730,2
Cluster 65067,2
Cluster 65068,2
Cluster 19708,2
Cluster 43105,2
Cluster 42727,2
Cluster 72853,2
Cluster 1971,2
Cluster 65069,2
Cluster 65072,2
Cluster 72857,2
Cluster 29156,2
Cluster 5403,2
Cluster 64885,2
Cluster 29392,2
Cluster 19715,2
Cluster 29393,2
Cluster 43113,2
Cluster 54328,2
Cluster 72854,2
Cluster 19764,2
Cluster 36278,2
Cluster 64873,2
Cluster 59507,2
Cluster 19768,2
Cluster 72379,2
Cluster 6510,2
Cluster 36083,2
Cluster 36264,2
Cluster 29118,2
Cluster 43138,2
Cluster 65100,2
Cluster 42677,2
Cluster 29116,2
Cluster 72890,2
Cluster 54369,2
Cluster 19779,2
Cluster 72371,2
Cluster 43137,2
Cluster 29138,2
Cluster 4270,2
Cluster 5435,2
Cluster 43120,2
Cluster 1975,2
Cluster 36087,2
Cluster 29128,2
Cluster 42690,2
Cluster 19126,2
Cluster 64874,2
Cluster 19120,2
Cluster 64878,2
Cluster 42689,2
Cluster 59665,2
Cluster 29402,2
Cluster 29403,2
Cluster 43130,2
Cluster 19761,2
Cluster 36085,2
Cluster 43122,2
Cluster 36236,2
Cluster 5429,2
Cluster 65048,2
Cluster 19176,2
Cluster 19655,2
Cluster 19657,2
Cluster 19659,2
Cluster 72830,2
Cluster 29160,2
Cluster 19660,2
Cluster 42768,2
Cluster 36104,2
Cluster 6505,2
Cluster 19663,2
Cluster 72470,2
Cluster 72834,2
Cluster 1917,2
Cluster 59655,2
Cluster 72473,2
Cluster 19634,2
Cluster 2919,2
Cluster 54281,2
Cluster 19638,2
Cluster 42780,2
Cluster 19641,2
Cluster 72487,2
Cluster 36111,2
Cluster 64906,2
Cluster 72480,2
Cluster 72823,2
Cluster 54053,2
Cluster 36108,2
Cluster 19644,2
Cluster 42779,2
Cluster 2937,2
Cluster 1918,2
Cluster 36107,2
Cluster 54287,2
Cluster 54057,2
Cluster 29384,2
Cluster 54309,2
Cluster 72445,2
Cluster 5431,2
Cluster 42741,2
Cluster 19155,2
Cluster 19693,2
Cluster 42740,2
Cluster 42764,2
Cluster 29164,2
Cluster 36097,2
Cluster 54314,2
Cluster 43102,2
Cluster 54317,2
Cluster 19151,2
Cluster 19150,2
Cluster 54318,2
Cluster 43103,2
Cluster 7244,2
Cluster 54294,2
Cluster 361,2
Cluster 59540,2
Cluster 19164,2
Cluster 43096,2
Cluster 64892,2
Cluster 54299,2
Cluster 7246,2
Cluster 42755,2
Cluster 19157,2
Cluster 42752,2
Cluster 72841,2
Cluster 29171,2
Cluster 54304,2
Cluster 29168,2
Cluster 19688,2
Cluster 29383,2
Cluster 72845,2
Cluster 42744,2
Cluster 42754,2
Cluster 3606,2
Cluster 3630,2
Cluster 54407,2
Cluster 72948,2
Cluster 43195,2
Cluster 6484,2
Cluster 36300,2
Cluster 5949,2
Cluster 54370,2
Cluster 19031,2
Cluster 7231,2
Cluster 36302,2
Cluster 54411,2
Cluster 43200,2
Cluster 42614,2
Cluster 19870,2
Cluster 59689,2
Cluster 54416,2
Cluster 19036,2
Cluster 43180,2
Cluster 19058,2
Cluster 42637,2
Cluster 43181,2
Cluster 42636,2
Cluster 54397,2
Cluster 54398,2
Cluster 6485,2
Cluster 53973,2
Cluster 19053,2
Cluster 64849,2
Cluster 544,2
Cluster 19051,2
Cluster 72939,2
Cluster 72320,2
Cluster 5440,2
Cluster 36296,2
Cluster 54403,2
Cluster 19848,2
Cluster 54423,2
Cluster 19888,2
Cluster 72290,2
Cluster 7229,2
Cluster 53958,2
Cluster 42601,2
Cluster 53957,2
Cluster 29079,2
Cluster 5969,2
Cluster 42598,2
Cluster 42597,2
Cluster 53955,2
Cluster 42594,2
Cluster 1990,2
Cluster 43212,2
Cluster 72279,2
Cluster 29073,2
Cluster 53953,2
Cluster 36050,2
Cluster 19028,2
Cluster 19027,2
Cluster 19025,2
Cluster 72959,2
Cluster 19873,2
Cluster 43204,2
Cluster 36051,2
Cluster 42611,2
Cluster 54418,2
Cluster 19886,2
Cluster 19878,2
Cluster 42608,2
Cluster 1988,2
Cluster 1902,2
Cluster 42606,2
Cluster 19884,2
Cluster 2908,2
Cluster 29457,2
Cluster 29458,2
Cluster 54419,2
Cluster 65106,2
Cluster 43151,2
Cluster 54379,2
Cluster 42661,2
Cluster 72358,2
Cluster 29107,2
Cluster 54383,2
Cluster 43152,2
Cluster 36069,2
Cluster 72354,2
Cluster 19805,2
Cluster 42658,2
Cluster 72352,2
Cluster 29106,2
Cluster 29417,2
Cluster 29418,2
Cluster 43157,2
Cluster 42654,2
Cluster 64865,2
Cluster 43142,2
Cluster 19781,2
Cluster 54371,2
Cluster 19783,2
Cluster 54372,2
Cluster 29412,2
Cluster 59503,2
Cluster 43145,2
Cluster 43146,2
Cluster 54003,2
Cluster 42669,2
Cluster 19789,2
Cluster 43147,2
Cluster 19791,2
Cluster 64868,2
Cluster 19793,2
Cluster 19794,2
Cluster 54377,2
Cluster 19796,2
Cluster 19787,2
Cluster 7292,2
Cluster 54390,2
Cluster 43169,2
Cluster 29427,2
Cluster 72338,2
Cluster 1983,2
Cluster 43173,2
Cluster 19830,2
Cluster 43158,2
Cluster 2943,2
Cluster 72336,2
Cluster 2910,2
Cluster 42644,2
Cluster 54393,2
Cluster 42641,2
Cluster 29432,2
Cluster 36294,2
Cluster 19061,2
Cluster 43174,2
Cluster 19085,2
Cluster 19083,2
Cluster 19812,2
Cluster 43160,2
Cluster 19814,2
Cluster 43162,2
Cluster 29104,2
Cluster 42651,2
Cluster 64861,2
Cluster 36073,2
Cluster 19076,2
Cluster 43166,2
Cluster 19818,2
Cluster 19819,2
Cluster 29103,2
Cluster 72344,2
Cluster 36290,2
Cluster 54389,2
Cluster 72341,2
Cluster 29422,2
Cluster 19330,2
Cluster 1933,2
Cluster 19329,2
Cluster 36189,2
Cluster 19328,2
Cluster 29316,2
Cluster 19478,2
Cluster 4299,2
Cluster 19633,2
Cluster 19480,2
Cluster 54122,2
Cluster 19482,2
Cluster 42888,2
Cluster 42992,2
Cluster 19322,2
Cluster 29252,2
Cluster 19320,2
Cluster 42994,2
Cluster 54199,2
Cluster 42900,2
Cluster 4290,2
Cluster 42898,2
Cluster 1947,2
Cluster 42895,2
Cluster 59610,2
Cluster 36153,2
Cluster 19345,2
Cluster 59617,2
Cluster 42894,2
Cluster 54133,2
Cluster 19340,2
Cluster 19473,2
Cluster 29311,2
Cluster 5413,2
Cluster 54129,2
Cluster 42893,2
Cluster 54126,2
Cluster 7271,2
Cluster 54208,2
Cluster 19501,2
Cluster 43009,2
Cluster 19296,2
Cluster 54108,2
Cluster 29247,2
Cluster 59628,2
Cluster 36193,2
Cluster 19318,2
Cluster 1929,2
Cluster 43014,2
Cluster 36194,2
Cluster 4287,2
Cluster 43015,2
Cluster 54213,2
Cluster 42868,2
Cluster 19512,2
Cluster 59576,2
Cluster 43011,2
Cluster 36191,2
Cluster 42998,2
Cluster 54203,2
Cluster 19312,2
Cluster 64999,2
Cluster 19310,2
Cluster 43,2
Cluster 1949,2
Cluster 72603,2
Cluster 19499,2
Cluster 19491,2
Cluster 19492,2
Cluster 19307,2
Cluster 29249,2
Cluster 72733,2
Cluster 72600,2
Cluster 36140,2
Cluster 19304,2
Cluster 59625,2
Cluster 64943,2
Cluster 19413,2
Cluster 19414,2
Cluster 42955,2
Cluster 36172,2
Cluster 54173,2
Cluster 59601,2
Cluster 19381,2
Cluster 1938,2
Cluster 29305,2
Cluster 54175,2
Cluster 29276,2
Cluster 29296,2
Cluster 29275,2
Cluster 72686,2
Cluster 29298,2
Cluster 72688,2
Cluster 19425,2
Cluster 19373,2
Cluster 72683,2
Cluster 29286,2
Cluster 72671,2
Cluster 59598,2
Cluster 54164,2
Cluster 29284,2
Cluster 19401,2
Cluster 19396,2
Cluster 19393,2
Cluster 6497,2
Cluster 54170,2
Cluster 54157,2
Cluster 19389,2
Cluster 5960,2
Cluster 19405,2
Cluster 29281,2
Cluster 19409,2
Cluster 19386,2
Cluster 2928,2
Cluster 19411,2
Cluster 19404,2
Cluster 1936,2
Cluster 72637,2
Cluster 4297,2
Cluster 19445,2
Cluster 7270,2
Cluster 42912,2
Cluster 19449,2
Cluster 5414,2
Cluster 54180,2
Cluster 42910,2
Cluster 4291,2
Cluster 19453,2
Cluster 19454,2
Cluster 42908,2
Cluster 36182,2
Cluster 42972,2
Cluster 19351,2
Cluster 42903,2
Cluster 59587,2
Cluster 19372,2
Cluster 19371,2
Cluster 1943,2
Cluster 42924,2
Cluster 19432,2
Cluster 5959,2
Cluster 72690,2
Cluster 42920,2
Cluster 19368,2
Cluster 54143,2
Cluster 42919,2
Cluster 54147,2
Cluster 19439,2
Cluster 19365,2
Cluster 72692,2
Cluster 42918,2
Cluster 29300,2
Cluster 42916,2
Cluster 42915,2
Cluster 19367,2
Cluster 19223,2
Cluster 19222,2
Cluster 42809,2
Cluster 42808,2
Cluster 19221,2
Cluster 72522,2
Cluster 65031,2
Cluster 19596,2
Cluster 29241,2
Cluster 7252,2
Cluster 29355,2
Cluster 29204,2
Cluster 43059,2
Cluster 19218,2
Cluster 29202,2
Cluster 72799,2
Cluster 19603,2
Cluster 19604,2
Cluster 72520,2
Cluster 54249,2
Cluster 59561,2
Cluster 72788,2
Cluster 7279,2
Cluster 54250,2
Cluster 65024,2
Cluster 43051,2
Cluster 29352,2
Cluster 19577,2
Cluster 72527,2
Cluster 19229,2
Cluster 65025,2
Cluster 65026,2
Cluster 19228,2
Cluster 42817,2
Cluster 54075,2
Cluster 29211,2
Cluster 36219,2
Cluster 42812,2
Cluster 42821,2
Cluster 64909,2
Cluster 54063,2
Cluster 72501,2
Cluster 29194,2
Cluster 19199,2
Cluster 19624,2
Cluster 72497,2
Cluster 72496,2
Cluster 4306,2
Cluster 19198,2
Cluster 42787,2
Cluster 43070,2
Cluster 29191,2
Cluster 54062,2
Cluster 19631,2
Cluster 72814,2
Cluster 54060,2
Cluster 29190,2
Cluster 42788,2
Cluster 64915,2
Cluster 19213,2
Cluster 42800,2
Cluster 36117,2
Cluster 72802,2
Cluster 54069,2
Cluster 292,2
Cluster 7251,2
Cluster 19209,2
Cluster 36114,2
Cluster 72508,2
Cluster 19205,2
Cluster 19612,2
Cluster 42798,2
Cluster 19614,2
Cluster 42796,2
Cluster 42795,2
Cluster 19204,2
Cluster 29198,2
Cluster 19207,2
Cluster 19272,2
Cluster 1927,2
Cluster 19269,2
Cluster 19530,2
Cluster 5423,2
Cluster 4285,2
Cluster 43028,2
Cluster 72765,2
Cluster 59562,2
Cluster 19264,2
Cluster 19536,2
Cluster 19263,2
Cluster 21133,2
Cluster 19537,2
Cluster 42848,2
Cluster 42847,2
Cluster 4303,2
Cluster 42846,2
Cluster 19534,2
Cluster 54104,2
Cluster 54217,2
Cluster 29240,2
Cluster 54220,2
Cluster 54103,2
Cluster 54102,2
Cluster 29237,2
Cluster 72754,2
Cluster 5410,2
Cluster 19273,2
Cluster 72757,2
Cluster 541,2
Cluster 19523,2
Cluster 19525,2
Cluster 54225,2
Cluster 29234,2
Cluster 19274,2
Cluster 19528,2
Cluster 54227,2
Cluster 43021,2
Cluster 19241,2
Cluster 42834,2
Cluster 43045,2
Cluster 19559,2
Cluster 54082,2
Cluster 1956,2
Cluster 36211,2
Cluster 19561,2
Cluster 19261,2
Cluster 19564,2
Cluster 6492,2
Cluster 54080,2
Cluster 19237,2
Cluster 64919,2
Cluster 19566,2
Cluster 72549,2
Cluster 54245,2
Cluster 54247,2
Cluster 36212,2
Cluster 54231,2
Cluster 54232,2
Cluster 36206,2
Cluster 19254,2
Cluster 54236,2
Cluster 64924,2
Cluster 19251,2
Cluster 19547,2
Cluster 19548,2
Cluster 36210,2
Cluster 1925,2
Cluster 36207,2
Cluster 54088,2
Cluster 36208,2
Cluster 54084,2
Cluster 29347,2
Cluster 43044,2
Cluster 72781,2
Cluster 19556,2
Cluster 19549,2
Cluster 65268,2
Cluster 20247,2
Cluster 64732,2
Cluster 28906,2
Cluster 64731,2
Cluster 28905,2
Cluster 42348,2
Cluster 35964,2
Cluster 29460,2
Cluster 18712,2
Cluster 18711,2
Cluster 18710,2
Cluster 28903,2
Cluster 72006,2
Cluster 43424,2
Cluster 53791,2
Cluster 43426,2
Cluster 18706,2
Cluster 6473,2
Cluster 42364,2
Cluster 53798,2
Cluster 28917,2
Cluster 18724,2
Cluster 43418,2
Cluster 20236,2
Cluster 18721,2
Cluster 18720,2
Cluster 36422,2
Cluster 64733,2
Cluster 42357,2
Cluster 2024,2
Cluster 5939,2
Cluster 73197,2
Cluster 73198,2
Cluster 65264,2
Cluster 20242,2
Cluster 65265,2
Cluster 65262,2
Cluster 42334,2
Cluster 18691,2
Cluster 42333,2
Cluster 36429,2
Cluster 64722,2
Cluster 65275,2
Cluster 18689,2
Cluster 18688,2
Cluster 54638,2
Cluster 20279,2
Cluster 64721,2
Cluster 53775,2
Cluster 43445,2
Cluster 2961,2
Cluster 20281,2
Cluster 1868,2
Cluster 29611,2
Cluster 18677,2
Cluster 20278,2
Cluster 42342,2
Cluster 64727,2
Cluster 35961,2
Cluster 7200,2
Cluster 43430,2
Cluster 54641,2
Cluster 53786,2
Cluster 2960,2
Cluster 65271,2
Cluster 20271,2
Cluster 3596,2
Cluster 20264,2
Cluster 20266,2
Cluster 18697,2
Cluster 18696,2
Cluster 42336,2
Cluster 20269,2
Cluster 2027,2
Cluster 54644,2
Cluster 20263,2
Cluster 20181,2
Cluster 20182,2
Cluster 20183,2
Cluster 54592,2
Cluster 29579,2
Cluster 43393,2
Cluster 59404,2
Cluster 20187,2
Cluster 2959,2
Cluster 18761,2
Cluster 20189,2
Cluster 43394,2
Cluster 1876,2
Cluster 20192,2
Cluster 18759,2
Cluster 36404,2
Cluster 2958,2
Cluster 6474,2
Cluster 36401,2
Cluster 28949,2
Cluster 29571,2
Cluster 18782,2
Cluster 20173,2
Cluster 20174,2
Cluster 28947,2
Cluster 64747,2
Cluster 18779,2
Cluster 20176,2
Cluster 29576,2
Cluster 18777,2
Cluster 54589,2
Cluster 18776,2
Cluster 18775,2
Cluster 35973,2
Cluster 18772,2
Cluster 28946,2
Cluster 18770,2
Cluster 2018,2
Cluster 43385,2
Cluster 29588,2
Cluster 18736,2
Cluster 65252,2
Cluster 28925,2
Cluster 28923,2
Cluster 65256,2
Cluster 43412,2
Cluster 18734,2
Cluster 64739,2
Cluster 2892,2
Cluster 20223,2
Cluster 18732,2
Cluster 28919,2
Cluster 18730,2
Cluster 72029,2
Cluster 43414,2
Cluster 72028,2
Cluster 72027,2
Cluster 20219,2
Cluster 5460,2
Cluster 49173,2
Cluster 20199,2
Cluster 43402,2
Cluster 35967,2
Cluster 42388,2
Cluster 53801,2
Cluster 28937,2
Cluster 43405,2
Cluster 4341,2
Cluster 7318,2
Cluster 18743,2
Cluster 20205,2
Cluster 43406,2
Cluster 20207,2
Cluster 6525,2
Cluster 4238,2
Cluster 43408,2
Cluster 28930,2
Cluster 594,2
Cluster 18604,2
Cluster 4350,2
Cluster 65303,2
Cluster 20353,2
Cluster 18602,2
Cluster 65304,2
Cluster 29649,2
Cluster 18598,2
Cluster 20283,2
Cluster 42267,2
Cluster 42265,2
Cluster 20365,2
Cluster 18596,2
Cluster 5372,2
Cluster 2037,2
Cluster 54702,2
Cluster 20371,2
Cluster 4226,2
Cluster 18597,2
Cluster 64692,2
Cluster 18617,2
Cluster 42283,2
Cluster 73275,2
Cluster 20341,2
Cluster 59372,2
Cluster 73276,2
Cluster 59371,2
Cluster 43494,2
Cluster 71932,2
Cluster 36447,2
Cluster 42278,2
Cluster 20348,2
Cluster 7328,2
Cluster 43497,2
Cluster 43498,2
Cluster 54689,2
Cluster 36448,2
Cluster 65302,2
Cluster 29644,2
Cluster 36464,2
Cluster 54715,2
Cluster 18568,2
Cluster 20393,2
Cluster 20394,2
Cluster 28834,2
Cluster 42242,2
Cluster 18567,2
Cluster 43510,2
Cluster 28833,2
Cluster 3592,2
Cluster 43528,2
Cluster 73315,2
Cluster 29669,2
Cluster 4353,2
Cluster 35919,2
Cluster 18560,2
Cluster 4224,2
Cluster 54718,2
Cluster 71913,2
Cluster 54705,2
Cluster 54706,2
Cluster 20378,2
Cluster 18586,2
Cluster 733,2
Cluster 7330,2
Cluster 64681,2
Cluster 18580,2
Cluster 42249,2
Cluster 18577,2
Cluster 28841,2
Cluster 59358,2
Cluster 5471,2
Cluster 43521,2
Cluster 29663,2
Cluster 36463,2
Cluster 20387,2
Cluster 4225,2
Cluster 64679,2
Cluster 29621,2
Cluster 53757,2
Cluster 28883,2
Cluster 53754,2
Cluster 20302,2
Cluster 42311,2
Cluster 65282,2
Cluster 73249,2
Cluster 2034,2
Cluster 4231,2
Cluster 36435,2
Cluster 29627,2
Cluster 2888,2
Cluster 59379,2
Cluster 65286,2
Cluster 35945,2
Cluster 53747,2
Cluster 64703,2
Cluster 64707,2
Cluster 18674,2
Cluster 53767,2
Cluster 42326,2
Cluster 43456,2
Cluster 53764,2
Cluster 64712,2
Cluster 28891,2
Cluster 2889,2
Cluster 36431,2
Cluster 42313,2
Cluster 7198,2
Cluster 36433,2
Cluster 42317,2
Cluster 7324,2
Cluster 42316,2
Cluster 1866,2
Cluster 20298,2
Cluster 28884,2
Cluster 29620,2
Cluster 18663,2
Cluster 65293,2
Cluster 29639,2
Cluster 18625,2
Cluster 35939,2
Cluster 28869,2
Cluster 54678,2
Cluster 20330,2
Cluster 36442,2
Cluster 53745,2
Cluster 7327,2
Cluster 53733,2
Cluster 64695,2
Cluster 1862,2
Cluster 28865,2
Cluster 65297,2
Cluster 36444,2
Cluster 35937,2
Cluster 20339,2
Cluster 65296,2
Cluster 35943,2
Cluster 1864,2
Cluster 73259,2
Cluster 53742,2
Cluster 53741,2
Cluster 35941,2
Cluster 54669,2
Cluster 18635,2
Cluster 6470,2
Cluster 42294,2
Cluster 7196,2
Cluster 18632,2
Cluster 18630,2
Cluster 64698,2
Cluster 4230,2
Cluster 20318,2
Cluster 43485,2
Cluster 64697,2
Cluster 65291,2
Cluster 65288,2
Cluster 65174,2
Cluster 29020,2
Cluster 42519,2
Cluster 19997,2
Cluster 18936,2
Cluster 29499,2
Cluster 20,2
Cluster 72199,2
Cluster 7207,2
Cluster 43275,2
Cluster 54492,2
Cluster 43277,2
Cluster 43279,2
Cluster 72197,2
Cluster 73044,2
Cluster 54494,2
Cluster 59454,2
Cluster 72193,2
Cluster 295,2
Cluster 53915,2
Cluster 53914,2
Cluster 19979,2
Cluster 29029,2
Cluster 42533,2
Cluster 42532,2
Cluster 18948,2
Cluster 64804,2
Cluster 29498,2
Cluster 5946,2
Cluster 18945,2
Cluster 42528,2
Cluster 29493,2
Cluster 29024,2
Cluster 42524,2
Cluster 29494,2
Cluster 53907,2
Cluster 29023,2
Cluster 29492,2
Cluster 20031,2
Cluster 29505,2
Cluster 53897,2
Cluster 72174,2
Cluster 18915,2
Cluster 42499,2
Cluster 59446,2
Cluster 20035,2
Cluster 29501,2
Cluster 5451,2
Cluster 29003,2
Cluster 18912,2
Cluster 53892,2
Cluster 20039,2
Cluster 59445,2
Cluster 1891,2
Cluster 29509,2
Cluster 20044,2
Cluster 72171,2
Cluster 29016,2
Cluster 59453,2
Cluster 4251,2
Cluster 6518,2
Cluster 43280,2
Cluster 59451,2
Cluster 72186,2
Cluster 20016,2
Cluster 29010,2
Cluster 20030,2
Cluster 29503,2
Cluster 20020,2
Cluster 20021,2
Cluster 7305,2
Cluster 20026,2
Cluster 72177,2
Cluster 59447,2
Cluster 54508,2
Cluster 29504,2
Cluster 43282,2
Cluster 59693,2
Cluster 29465,2
Cluster 18999,2
Cluster 36324,2
Cluster 42573,2
Cluster 72985,2
Cluster 54448,2
Cluster 53941,2
Cluster 29489,2
Cluster 64823,2
Cluster 18990,2
Cluster 36326,2
Cluster 43230,2
Cluster 29054,2
Cluster 19934,2
Cluster 36043,2
Cluster 36328,2
Cluster 36329,2
Cluster 64824,2
Cluster 29069,2
Cluster 36319,2
Cluster 3632,2
Cluster 29065,2
Cluster 29064,2
Cluster 5444,2
Cluster 19914,2
Cluster 53950,2
Cluster 5395,2
Cluster 7298,2
Cluster 65145,2
Cluster 19920,2
Cluster 19921,2
Cluster 19922,2
Cluster 19005,2
Cluster 36323,2
Cluster 4322,2
Cluster 72978,2
Cluster 29059,2
Cluster 36320,2
Cluster 43244,2
Cluster 53929,2
Cluster 29037,2
Cluster 19961,2
Cluster 18967,2
Cluster 54471,2
Cluster 29036,2
Cluster 29034,2
Cluster 43234,2
Cluster 18966,2
Cluster 1997,2
Cluster 42540,2
Cluster 59704,2
Cluster 59705,2
Cluster 53922,2
Cluster 29486,2
Cluster 53919,2
Cluster 42537,2
Cluster 19969,2
Cluster 72996,2
Cluster 59697,2
Cluster 1994,2
Cluster 29048,2
Cluster 19943,2
Cluster 43236,2
Cluster 36332,2
Cluster 59466,2
Cluster 43238,2
Cluster 65164,2
Cluster 18978,2
Cluster 19949,2
Cluster 36040,2
Cluster 19950,2
Cluster 36337,2
Cluster 72239,2
Cluster 65161,2
Cluster 53933,2
Cluster 65163,2
Cluster 1898,2
Cluster 29551,2
Cluster 42444,2
Cluster 72110,2
Cluster 20117,2
Cluster 18824,2
Cluster 54554,2
Cluster 5384,2
Cluster 43356,2
Cluster 73061,2
Cluster 2897,2
Cluster 20124,2
Cluster 53839,2
Cluster 43358,2
Cluster 18818,2
Cluster 20127,2
Cluster 2013,2
Cluster 64762,2
Cluster 59418,2
Cluster 72108,2
Cluster 43340,2
Cluster 72119,2
Cluster 53849,2
Cluster 35995,2
Cluster 42449,2
Cluster 18836,2
Cluster 72116,2
Cluster 20109,2
Cluster 54551,2
Cluster 20114,2
Cluster 20111,2
Cluster 54553,2
Cluster 35993,2
