cluster_id,cluster_size
Cluster 5904,1
Cluster 59040,1
Cluster 58607,1
Cluster 50485,1
Cluster 50768,1
Cluster 59053,1
Cluster 5047,1
Cluster 58598,1
Cluster 58597,1
Cluster 50469,1
Cluster 59055,1
Cluster 59056,1
Cluster 50761,1
Cluster 59057,1
Cluster 58595,1
Cluster 50467,1
Cluster 50769,1
Cluster 5077,1
Cluster 59058,1
Cluster 58594,1
Cluster 58593,1
Cluster 58596,1
Cluster 50475,1
Cluster 59048,1
Cluster 50474,1
Cluster 50473,1
Cluster 5905,1
Cluster 58600,1
Cluster 50764,1
Cluster 50472,1
Cluster 50767,1
Cluster 50766,1
Cluster 5860,1
Cluster 50471,1
Cluster 50470,1
Cluster 586,1
Cluster 58599,1
Cluster 59051,1
Cluster 59052,1
Cluster 50765,1
Cluster 50747,1
Cluster 50748,1
Cluster 59017,1
Cluster 50498,1
Cluster 59018,1
Cluster 59019,1
Cluster 50497,1
Cluster 5902,1
Cluster 59035,1
Cluster 50496,1
Cluster 50749,1
Cluster 5075,1
Cluster 59020,1
Cluster 58624,1
Cluster 59021,1
Cluster 59022,1
Cluster 50750,1
Cluster 58625,1
Cluster 50502,1
Cluster 50501,1
Cluster 58627,1
Cluster 50500,1
Cluster 59010,1
Cluster 59011,1
Cluster 50742,1
Cluster 59012,1
Cluster 59016,1
Cluster 59013,1
Cluster 59014,1
Cluster 5050,1
Cluster 50744,1
Cluster 58626,1
Cluster 505,1
Cluster 50745,1
Cluster 50746,1
Cluster 50743,1
Cluster 58617,1
Cluster 58616,1
Cluster 5903,1
Cluster 58615,1
Cluster 50491,1
Cluster 50754,1
Cluster 5049,1
Cluster 50489,1
Cluster 59023,1
Cluster 59032,1
Cluster 50755,1
Cluster 58614,1
Cluster 58613,1
Cluster 50757,1
Cluster 50758,1
Cluster 59034,1
Cluster 58612,1
Cluster 59031,1
Cluster 58623,1
Cluster 50751,1
Cluster 59024,1
Cluster 58622,1
Cluster 58621,1
Cluster 50495,1
Cluster 59025,1
Cluster 58620,1
Cluster 50492,1
Cluster 59027,1
Cluster 59028,1
Cluster 59029,1
Cluster 50494,1
Cluster 50752,1
Cluster 58619,1
Cluster 50493,1
Cluster 50753,1
Cluster 59026,1
Cluster 50436,1
Cluster 50781,1
Cluster 59099,1
Cluster 591,1
Cluster 50435,1
Cluster 5910,1
Cluster 50434,1
Cluster 50782,1
Cluster 50770,1
Cluster 59100,1
Cluster 59101,1
Cluster 50784,1
Cluster 50433,1
Cluster 50432,1
Cluster 50785,1
Cluster 59104,1
Cluster 59105,1
Cluster 58573,1
Cluster 58578,1
Cluster 5909,1
Cluster 50442,1
Cluster 50441,1
Cluster 5078,1
Cluster 59090,1
Cluster 50440,1
Cluster 59091,1
Cluster 50780,1
Cluster 58577,1
Cluster 59093,1
Cluster 59094,1
Cluster 59095,1
Cluster 59096,1
Cluster 58576,1
Cluster 50438,1
Cluster 50437,1
Cluster 59092,1
Cluster 59117,1
Cluster 59118,1
Cluster 59119,1
Cluster 50429,1
Cluster 5912,1
Cluster 59120,1
Cluster 5079,1
Cluster 58569,1
Cluster 50786,1
Cluster 50791,1
Cluster 59122,1
Cluster 58567,1
Cluster 59123,1
Cluster 50428,1
Cluster 50793,1
Cluster 50794,1
Cluster 59125,1
Cluster 59121,1
Cluster 59107,1
Cluster 59108,1
Cluster 58572,1
Cluster 58571,1
Cluster 58570,1
Cluster 59109,1
Cluster 50430,1
Cluster 50787,1
Cluster 59116,1
Cluster 5043,1
Cluster 59111,1
Cluster 50788,1
Cluster 59112,1
Cluster 59113,1
Cluster 5857,1
Cluster 59114,1
Cluster 59115,1
Cluster 59110,1
Cluster 5859,1
Cluster 58589,1
Cluster 50460,1
Cluster 58588,1
Cluster 59067,1
Cluster 5046,1
Cluster 58587,1
Cluster 59068,1
Cluster 50443,1
Cluster 50459,1
Cluster 58585,1
Cluster 5907,1
Cluster 50458,1
Cluster 50457,1
Cluster 50456,1
Cluster 50455,1
Cluster 58584,1
Cluster 59069,1
Cluster 50466,1
Cluster 50465,1
Cluster 50464,1
Cluster 59059,1
Cluster 50463,1
Cluster 58592,1
Cluster 5906,1
Cluster 59060,1
Cluster 50773,1
Cluster 59062,1
Cluster 59063,1
Cluster 50462,1
Cluster 59064,1
Cluster 59065,1
Cluster 50461,1
Cluster 59066,1
Cluster 50772,1
Cluster 59061,1
Cluster 59080,1
Cluster 58580,1
Cluster 50448,1
Cluster 59081,1
Cluster 50447,1
Cluster 58579,1
Cluster 50446,1
Cluster 59083,1
Cluster 59070,1
Cluster 59085,1
Cluster 50445,1
Cluster 59086,1
Cluster 59087,1
Cluster 59088,1
Cluster 50444,1
Cluster 50778,1
Cluster 59089,1
Cluster 59084,1
Cluster 58583,1
Cluster 59071,1
Cluster 58582,1
Cluster 58581,1
Cluster 59072,1
Cluster 50775,1
Cluster 50454,1
Cluster 50453,1
Cluster 5908,1
Cluster 50452,1
Cluster 50451,1
Cluster 50776,1
Cluster 50450,1
Cluster 50777,1
Cluster 5045,1
Cluster 50449,1
Cluster 59078,1
Cluster 59079,1
Cluster 59073,1
Cluster 60865,1
Cluster 60866,1
Cluster 60867,1
Cluster 60868,1
Cluster 60869,1
Cluster 60870,1
Cluster 60871,1
Cluster 49429,1
Cluster 49428,1
Cluster 49427,1
Cluster 60872,1
Cluster 58319,1
Cluster 49426,1
Cluster 60874,1
Cluster 60875,1
Cluster 60876,1
Cluster 60878,1
Cluster 60879,1
Cluster 6088,1
Cluster 60880,1
Cluster 60881,1
Cluster 49424,1
Cluster 49423,1
Cluster 60873,1
Cluster 60848,1
Cluster 49437,1
Cluster 60849,1
Cluster 6085,1
Cluster 60850,1
Cluster 49436,1
Cluster 49435,1
Cluster 60851,1
Cluster 49433,1
Cluster 60852,1
Cluster 60853,1
Cluster 60864,1
Cluster 60854,1
Cluster 60855,1
Cluster 60856,1
Cluster 60857,1
Cluster 60858,1
Cluster 60859,1
Cluster 6086,1
Cluster 49431,1
Cluster 60860,1
Cluster 60861,1
Cluster 60862,1
Cluster 60863,1
Cluster 49432,1
Cluster 49408,1
Cluster 60899,1
Cluster 609,1
Cluster 6090,1
Cluster 49407,1
Cluster 49406,1
Cluster 60903,1
Cluster 60904,1
Cluster 60905,1
Cluster 49405,1
Cluster 49404,1
Cluster 49422,1
Cluster 49403,1
Cluster 49402,1
Cluster 49401,1
Cluster 49400,1
Cluster 60907,1
Cluster 494,1
Cluster 60909,1
Cluster 60910,1
Cluster 49397,1
Cluster 60912,1
Cluster 60913,1
Cluster 60906,1
Cluster 60883,1
Cluster 60884,1
Cluster 49421,1
Cluster 49420,1
Cluster 60885,1
Cluster 4942,1
Cluster 49419,1
Cluster 60888,1
Cluster 60889,1
Cluster 6089,1
Cluster 60890,1
Cluster 4941,1
Cluster 60891,1
Cluster 60892,1
Cluster 49417,1
Cluster 49415,1
Cluster 49414,1
Cluster 49413,1
Cluster 60894,1
Cluster 60895,1
Cluster 60896,1
Cluster 49412,1
Cluster 60897,1
Cluster 49410,1
Cluster 49418,1
Cluster 608,1
Cluster 49466,1
Cluster 6080,1
Cluster 60800,1
Cluster 60801,1
Cluster 60802,1
Cluster 60803,1
Cluster 60804,1
Cluster 60805,1
Cluster 49465,1
Cluster 49464,1
Cluster 60847,1
Cluster 60806,1
Cluster 60807,1
Cluster 60808,1
Cluster 60809,1
Cluster 6081,1
Cluster 49461,1
Cluster 49460,1
Cluster 60810,1
Cluster 60811,1
Cluster 60812,1
Cluster 60813,1
Cluster 49463,1
Cluster 60780,1
Cluster 60781,1
Cluster 60782,1
Cluster 60784,1
Cluster 60786,1
Cluster 49473,1
Cluster 60787,1
Cluster 49472,1
Cluster 60788,1
Cluster 60789,1
Cluster 6079,1
Cluster 60799,1
Cluster 49471,1
Cluster 49470,1
Cluster 60791,1
Cluster 4947,1
Cluster 60792,1
Cluster 60793,1
Cluster 60794,1
Cluster 60795,1
Cluster 60796,1
Cluster 49468,1
Cluster 60797,1
Cluster 60798,1
Cluster 60790,1
Cluster 6083,1
Cluster 49446,1
Cluster 60830,1
Cluster 60832,1
Cluster 60833,1
Cluster 60834,1
Cluster 60835,1
Cluster 60836,1
Cluster 49444,1
Cluster 60838,1
Cluster 60839,1
Cluster 60814,1
Cluster 60840,1
Cluster 49443,1
Cluster 49442,1
Cluster 60841,1
Cluster 60842,1
Cluster 49440,1
Cluster 4944,1
Cluster 60843,1
Cluster 49439,1
Cluster 60844,1
Cluster 60845,1
Cluster 60846,1
Cluster 6084,1
Cluster 49458,1
Cluster 60815,1
Cluster 60816,1
Cluster 49457,1
Cluster 60817,1
Cluster 49456,1
Cluster 60818,1
Cluster 49455,1
Cluster 60819,1
Cluster 60820,1
Cluster 60821,1
Cluster 49447,1
Cluster 49453,1
Cluster 60823,1
Cluster 49452,1
Cluster 60824,1
Cluster 60825,1
Cluster 49451,1
Cluster 49450,1
Cluster 60826,1
Cluster 4945,1
Cluster 49449,1
Cluster 60828,1
Cluster 49448,1
Cluster 60822,1
Cluster 49352,1
Cluster 60994,1
Cluster 60995,1
Cluster 60996,1
Cluster 49351,1
Cluster 49350,1
Cluster 60997,1
Cluster 60998,1
Cluster 60999,1
Cluster 4935,1
Cluster 49349,1
Cluster 49396,1
Cluster 610,1
Cluster 49348,1
Cluster 49347,1
Cluster 6100,1
Cluster 49346,1
Cluster 49345,1
Cluster 61000,1
Cluster 49344,1
Cluster 61001,1
Cluster 49343,1
Cluster 49342,1
Cluster 61,1
Cluster 6098,1
Cluster 60980,1
Cluster 60981,1
Cluster 49361,1
Cluster 60982,1
Cluster 60983,1
Cluster 60984,1
Cluster 60985,1
Cluster 49360,1
Cluster 60986,1
Cluster 4936,1
Cluster 60993,1
Cluster 49358,1
Cluster 49357,1
Cluster 60988,1
Cluster 49356,1
Cluster 60989,1
Cluster 49355,1
Cluster 49354,1
Cluster 6099,1
Cluster 60990,1
Cluster 60991,1
Cluster 60992,1
Cluster 49353,1
Cluster 60987,1
Cluster 61018,1
Cluster 61019,1
Cluster 6102,1
Cluster 49328,1
Cluster 61020,1
Cluster 61021,1
Cluster 61022,1
Cluster 61023,1
Cluster 49327,1
Cluster 61024,1
Cluster 61025,1
Cluster 61002,1
Cluster 61027,1
Cluster 61028,1
Cluster 49326,1
Cluster 49325,1
Cluster 61029,1
Cluster 6103,1
Cluster 61030,1
Cluster 61031,1
Cluster 61032,1
Cluster 61034,1
Cluster 61035,1
Cluster 61026,1
Cluster 61003,1
Cluster 61004,1
Cluster 61005,1
Cluster 49341,1
Cluster 49340,1
Cluster 49339,1
Cluster 61006,1
Cluster 61007,1
Cluster 61008,1
Cluster 61009,1
Cluster 49337,1
Cluster 61017,1
Cluster 49336,1
Cluster 61011,1
Cluster 61012,1
Cluster 49335,1
Cluster 49334,1
Cluster 61013,1
Cluster 49333,1
Cluster 61014,1
Cluster 49332,1
Cluster 61015,1
Cluster 49330,1
Cluster 61016,1
Cluster 61010,1
Cluster 60934,1
Cluster 60935,1
Cluster 60936,1
Cluster 60937,1
Cluster 49389,1
Cluster 60939,1
Cluster 49388,1
Cluster 6094,1
Cluster 60940,1
Cluster 60941,1
Cluster 60942,1
Cluster 60979,1
Cluster 60944,1
Cluster 60945,1
Cluster 49387,1
Cluster 60946,1
Cluster 60947,1
Cluster 49386,1
Cluster 60948,1
Cluster 49385,1
Cluster 60949,1
Cluster 6095,1
Cluster 49384,1
Cluster 60943,1
Cluster 60914,1
Cluster 60915,1
Cluster 60917,1
Cluster 60918,1
Cluster 60919,1
Cluster 49395,1
Cluster 60920,1
Cluster 60921,1
Cluster 60923,1
Cluster 60924,1
Cluster 60925,1
Cluster 60933,1
Cluster 49394,1
Cluster 49393,1
Cluster 60928,1
Cluster 49392,1
Cluster 49391,1
Cluster 60929,1
Cluster 49390,1
Cluster 4939,1
Cluster 6093,1
Cluster 60930,1
Cluster 60931,1
Cluster 60932,1
Cluster 60926,1
Cluster 60964,1
Cluster 60965,1
Cluster 60966,1
Cluster 49371,1
Cluster 49370,1
Cluster 4937,1
Cluster 60967,1
Cluster 49369,1
Cluster 60968,1
Cluster 6097,1
Cluster 49368,1
Cluster 60950,1
Cluster 49367,1
Cluster 49366,1
Cluster 60971,1
Cluster 60972,1
Cluster 49364,1
Cluster 60973,1
Cluster 60974,1
Cluster 60975,1
Cluster 49362,1
Cluster 60976,1
Cluster 60977,1
Cluster 60978,1
Cluster 60970,1
Cluster 60951,1
Cluster 49383,1
Cluster 60952,1
Cluster 49382,1
Cluster 49381,1
Cluster 60953,1
Cluster 49380,1
Cluster 60954,1
Cluster 60955,1
Cluster 4938,1
Cluster 49379,1
Cluster 60963,1
Cluster 49377,1
Cluster 49376,1
Cluster 49374,1
Cluster 60956,1
Cluster 60957,1
Cluster 60958,1
Cluster 60959,1
Cluster 6096,1
Cluster 60960,1
Cluster 60961,1
Cluster 49373,1
Cluster 60962,1
Cluster 49378,1
Cluster 49597,1
Cluster 60602,1
Cluster 60603,1
Cluster 60604,1
Cluster 60606,1
Cluster 60607,1
Cluster 60608,1
Cluster 49596,1
Cluster 60609,1
Cluster 6061,1
Cluster 60610,1
Cluster 49475,1
Cluster 49594,1
Cluster 60611,1
Cluster 60612,1
Cluster 60613,1
Cluster 60614,1
Cluster 60615,1
Cluster 49593,1
Cluster 60616,1
Cluster 49591,1
Cluster 60618,1
Cluster 49590,1
Cluster 49595,1
Cluster 49604,1
Cluster 60582,1
Cluster 49603,1
Cluster 49602,1
Cluster 49601,1
Cluster 49600,1
Cluster 4960,1
Cluster 60584,1
Cluster 60586,1
Cluster 60587,1
Cluster 60588,1
Cluster 6060,1
Cluster 6059,1
Cluster 496,1
Cluster 49599,1
Cluster 60591,1
Cluster 60592,1
Cluster 60593,1
Cluster 60594,1
Cluster 60595,1
Cluster 60596,1
Cluster 60599,1
Cluster 49598,1
Cluster 606,1
Cluster 60589,1
Cluster 49578,1
Cluster 60637,1
Cluster 60638,1
Cluster 60639,1
Cluster 6064,1
Cluster 60640,1
Cluster 60641,1
Cluster 60642,1
Cluster 60643,1
Cluster 49575,1
Cluster 60644,1
Cluster 60619,1
Cluster 49573,1
Cluster 60646,1
Cluster 60647,1
Cluster 49571,1
Cluster 49570,1
Cluster 6065,1
Cluster 4957,1
Cluster 49569,1
Cluster 60650,1
Cluster 60651,1
Cluster 60652,1
Cluster 60645,1
Cluster 6062,1
Cluster 60620,1
Cluster 60621,1
Cluster 49589,1
Cluster 60622,1
Cluster 60623,1
Cluster 60624,1
Cluster 49586,1
Cluster 49585,1
Cluster 60626,1
Cluster 60627,1
Cluster 60636,1
Cluster 49584,1
Cluster 49583,1
Cluster 6063,1
Cluster 60630,1
Cluster 49582,1
Cluster 49581,1
Cluster 49579,1
Cluster 60631,1
Cluster 60632,1
Cluster 60633,1
Cluster 60634,1
Cluster 60635,1
Cluster 60628,1
Cluster 60534,1
Cluster 60535,1
Cluster 49637,1
Cluster 49636,1
Cluster 49634,1
Cluster 49633,1
Cluster 60536,1
Cluster 60537,1
Cluster 49632,1
Cluster 60538,1
Cluster 60539,1
Cluster 49605,1
Cluster 60540,1
Cluster 60541,1
Cluster 60542,1
Cluster 49631,1
Cluster 60543,1
Cluster 60544,1
Cluster 60546,1
Cluster 4963,1
Cluster 60547,1
Cluster 60548,1
Cluster 60549,1
Cluster 6054,1
Cluster 60513,1
Cluster 49645,1
Cluster 60515,1
Cluster 60516,1
Cluster 60517,1
Cluster 60518,1
Cluster 60519,1
Cluster 6052,1
Cluster 60520,1
Cluster 60521,1
Cluster 60522,1
Cluster 60533,1
Cluster 49642,1
Cluster 60524,1
Cluster 60525,1
Cluster 60526,1
Cluster 60527,1
Cluster 60528,1
Cluster 60529,1
Cluster 49641,1
Cluster 6053,1
Cluster 60530,1
Cluster 49640,1
Cluster 49639,1
Cluster 60523,1
Cluster 49621,1
Cluster 49620,1
Cluster 6057,1
Cluster 49619,1
Cluster 60571,1
Cluster 49618,1
Cluster 49617,1
Cluster 49616,1
Cluster 49615,1
Cluster 60574,1
Cluster 60575,1
Cluster 49629,1
Cluster 60576,1
Cluster 60577,1
Cluster 60578,1
Cluster 60579,1
Cluster 49613,1
Cluster 49611,1
Cluster 49609,1
Cluster 60580,1
Cluster 60581,1
Cluster 49608,1
Cluster 49607,1
Cluster 49606,1
Cluster 49614,1
Cluster 60550,1
Cluster 60551,1
Cluster 60552,1
Cluster 49628,1
Cluster 60554,1
Cluster 60555,1
Cluster 60556,1
Cluster 49627,1
Cluster 60559,1
Cluster 6056,1
Cluster 60560,1
Cluster 60569,1
Cluster 60562,1
Cluster 49626,1
Cluster 60563,1
Cluster 49625,1
Cluster 49624,1
Cluster 60564,1
Cluster 60565,1
Cluster 49623,1
Cluster 60566,1
Cluster 60567,1
Cluster 49622,1
Cluster 60568,1
Cluster 60561,1
Cluster 49514,1
Cluster 60739,1
Cluster 49513,1
Cluster 49512,1
Cluster 60740,1
Cluster 49511,1
Cluster 49510,1
Cluster 49509,1
Cluster 49508,1
Cluster 49505,1
Cluster 60741,1
Cluster 49568,1
Cluster 49502,1
Cluster 60743,1
Cluster 49500,1
Cluster 60744,1
Cluster 495,1
Cluster 60745,1
Cluster 49499,1
Cluster 60746,1
Cluster 49498,1
Cluster 49497,1
Cluster 49496,1
Cluster 49504,1
Cluster 60724,1
Cluster 60725,1
Cluster 60726,1
Cluster 4953,1
Cluster 49529,1
Cluster 49528,1
Cluster 60728,1
Cluster 49527,1
Cluster 49526,1
Cluster 49525,1
Cluster 6073,1
Cluster 60738,1
Cluster 49524,1
Cluster 49523,1
Cluster 49522,1
Cluster 49521,1
Cluster 4952,1
Cluster 60733,1
Cluster 49519,1
Cluster 49518,1
Cluster 49517,1
Cluster 49516,1
Cluster 49515,1
Cluster 60736,1
Cluster 60730,1
Cluster 49485,1
Cluster 49484,1
Cluster 60767,1
Cluster 60768,1
Cluster 49483,1
Cluster 60769,1
Cluster 49482,1
Cluster 6077,1
Cluster 49481,1
Cluster 60770,1
Cluster 49480,1
Cluster 60747,1
Cluster 60772,1
Cluster 60773,1
Cluster 60774,1
Cluster 49479,1
Cluster 60775,1
Cluster 49478,1
Cluster 49477,1
Cluster 60777,1
Cluster 60778,1
Cluster 60779,1
Cluster 49476,1
Cluster 60771,1
Cluster 60748,1
Cluster 60749,1
Cluster 6075,1
Cluster 60750,1
Cluster 60751,1
Cluster 60752,1
Cluster 60753,1
Cluster 49495,1
Cluster 60755,1
Cluster 60756,1
Cluster 60758,1
Cluster 60766,1
Cluster 6076,1
Cluster 49492,1
Cluster 49491,1
Cluster 49490,1
Cluster 60761,1
Cluster 60762,1
Cluster 4949,1
Cluster 49489,1
Cluster 49488,1
Cluster 49487,1
Cluster 49486,1
Cluster 60765,1
Cluster 49493,1
Cluster 49560,1
Cluster 4956,1
Cluster 49559,1
Cluster 60673,1
Cluster 60674,1
Cluster 60675,1
Cluster 60676,1
Cluster 60677,1
Cluster 49557,1
Cluster 60678,1
Cluster 60679,1
Cluster 49530,1
Cluster 6068,1
Cluster 60680,1
Cluster 49555,1
Cluster 60682,1
Cluster 49554,1
Cluster 60683,1
Cluster 49553,1
Cluster 49552,1
Cluster 60684,1
Cluster 60685,1
Cluster 60686,1
Cluster 49556,1
Cluster 60653,1
Cluster 60654,1
Cluster 60655,1
Cluster 49567,1
Cluster 49566,1
Cluster 60656,1
Cluster 60658,1
Cluster 60659,1
Cluster 6066,1
Cluster 60660,1
Cluster 60661,1
Cluster 60671,1
Cluster 60663,1
Cluster 60664,1
Cluster 60665,1
Cluster 60666,1
Cluster 60667,1
Cluster 49564,1
Cluster 60668,1
Cluster 49563,1
Cluster 60669,1
Cluster 6067,1
Cluster 60670,1
Cluster 49562,1
Cluster 60662,1
Cluster 49543,1
Cluster 49542,1
Cluster 60708,1
Cluster 60709,1
Cluster 49541,1
Cluster 6071,1
Cluster 60710,1
Cluster 49540,1
Cluster 60711,1
Cluster 4954,1
Cluster 49539,1
Cluster 60687,1
Cluster 60713,1
Cluster 49537,1
Cluster 60715,1
Cluster 49536,1
Cluster 49535,1
Cluster 49533,1
Cluster 60718,1
Cluster 60719,1
Cluster 49532,1
Cluster 60720,1
Cluster 60721,1
Cluster 49531,1
Cluster 49538,1
Cluster 60688,1
Cluster 60689,1
Cluster 6069,1
Cluster 60690,1
Cluster 60691,1
Cluster 60692,1
Cluster 60693,1
Cluster 60694,1
Cluster 60695,1
Cluster 60696,1
Cluster 60697,1
Cluster 49544,1
Cluster 49549,1
Cluster 60698,1
Cluster 49547,1
Cluster 49546,1
Cluster 60699,1
Cluster 607,1
Cluster 6070,1
Cluster 60700,1
Cluster 49545,1
Cluster 60701,1
Cluster 60704,1
Cluster 60705,1
Cluster 4955,1
Cluster 49118,1
Cluster 61379,1
Cluster 6138,1
Cluster 49117,1
Cluster 61380,1
Cluster 61381,1
Cluster 61382,1
Cluster 61383,1
Cluster 49116,1
Cluster 61385,1
Cluster 61386,1
Cluster 49324,1
Cluster 61388,1
Cluster 49115,1
Cluster 49114,1
Cluster 61389,1
Cluster 49113,1
Cluster 6139,1
Cluster 49112,1
Cluster 61390,1
Cluster 49111,1
Cluster 49110,1
Cluster 4911,1
Cluster 61387,1
Cluster 61364,1
Cluster 49127,1
Cluster 49126,1
Cluster 61365,1
Cluster 49125,1
Cluster 61366,1
Cluster 49124,1
Cluster 61367,1
Cluster 61368,1
Cluster 49123,1
Cluster 49122,1
Cluster 49119,1
Cluster 49121,1
Cluster 6137,1
Cluster 61371,1
Cluster 61372,1
Cluster 61373,1
Cluster 61374,1
Cluster 61375,1
Cluster 61376,1
Cluster 61377,1
Cluster 49120,1
Cluster 4912,1
Cluster 61378,1
Cluster 61369,1
Cluster 61410,1
Cluster 61411,1
Cluster 491,1
Cluster 49099,1
Cluster 61412,1
Cluster 49098,1
Cluster 61413,1
Cluster 61414,1
Cluster 61415,1
Cluster 61416,1
Cluster 61417,1
Cluster 61392,1
Cluster 49097,1
Cluster 49096,1
Cluster 6142,1
Cluster 49095,1
Cluster 61421,1
Cluster 61422,1
Cluster 49094,1
Cluster 61424,1
Cluster 49092,1
Cluster 49091,1
Cluster 61425,1
Cluster 61418,1
Cluster 49109,1
Cluster 61394,1
Cluster 61395,1
Cluster 61396,1
Cluster 61397,1
Cluster 61398,1
Cluster 61399,1
Cluster 49108,1
Cluster 49107,1
Cluster 614,1
Cluster 6140,1
Cluster 6141,1
Cluster 49105,1
Cluster 61402,1
Cluster 61403,1
Cluster 49104,1
Cluster 61405,1
Cluster 61406,1
Cluster 61407,1
Cluster 49102,1
Cluster 61408,1
Cluster 49101,1
Cluster 61409,1
Cluster 49100,1
Cluster 49106,1
Cluster 61309,1
Cluster 49156,1
Cluster 49155,1
Cluster 6131,1
Cluster 49154,1
Cluster 49153,1
Cluster 61310,1
Cluster 49152,1
Cluster 49150,1
Cluster 4915,1
Cluster 61314,1
Cluster 61363,1
Cluster 61316,1
Cluster 61317,1
Cluster 61318,1
Cluster 61319,1
Cluster 61320,1
Cluster 61321,1
Cluster 61323,1
Cluster 61324,1
Cluster 49148,1
Cluster 61325,1
Cluster 61326,1
Cluster 61315,1
Cluster 61289,1
Cluster 49166,1
Cluster 61290,1
Cluster 61291,1
Cluster 61293,1
Cluster 61294,1
Cluster 61295,1
Cluster 49162,1
Cluster 61296,1
Cluster 61297,1
Cluster 49160,1
Cluster 61308,1
Cluster 61299,1
Cluster 4916,1
Cluster 613,1
Cluster 6130,1
Cluster 49159,1
Cluster 61301,1
Cluster 61302,1
Cluster 61303,1
Cluster 49157,1
Cluster 61305,1
Cluster 61306,1
Cluster 61307,1
Cluster 61298,1
Cluster 49136,1
Cluster 61348,1
Cluster 61349,1
Cluster 61350,1
Cluster 61351,1
Cluster 61352,1
Cluster 49135,1
Cluster 61353,1
Cluster 61354,1
Cluster 49133,1
Cluster 61355,1
Cluster 61327,1
Cluster 61357,1
Cluster 61358,1
Cluster 49132,1
Cluster 61359,1
Cluster 6136,1
Cluster 61360,1
Cluster 61361,1
Cluster 49131,1
Cluster 49130,1
Cluster 4913,1
Cluster 61362,1
Cluster 49129,1
Cluster 61356,1
Cluster 61329,1
Cluster 6133,1
Cluster 61330,1
Cluster 61331,1
Cluster 61332,1
Cluster 61333,1
Cluster 61334,1
Cluster 61335,1
Cluster 61336,1
Cluster 61338,1
Cluster 61339,1
Cluster 61347,1
Cluster 61340,1
Cluster 61341,1
Cluster 49146,1
Cluster 49145,1
Cluster 61343,1
Cluster 49144,1
Cluster 49143,1
Cluster 61344,1
Cluster 61345,1
Cluster 49140,1
Cluster 49138,1
Cluster 61346,1
Cluster 6134,1
Cluster 61509,1
Cluster 49041,1
Cluster 4904,1
Cluster 61510,1
Cluster 49039,1
Cluster 61511,1
Cluster 61512,1
Cluster 49038,1
Cluster 61513,1
Cluster 61514,1
Cluster 61515,1
Cluster 61426,1
Cluster 61516,1
Cluster 49036,1
Cluster 49035,1
Cluster 61517,1
Cluster 61518,1
Cluster 61519,1
Cluster 49034,1
Cluster 61520,1
Cluster 61521,1
Cluster 61522,1
Cluster 49032,1
Cluster 49037,1
Cluster 49051,1
Cluster 49050,1
Cluster 61492,1
Cluster 61493,1
Cluster 4905,1
Cluster 49049,1
Cluster 61495,1
Cluster 61496,1
Cluster 61497,1
Cluster 61498,1
Cluster 49048,1
Cluster 61508,1
Cluster 49046,1
Cluster 6150,1
Cluster 61500,1
Cluster 61501,1
Cluster 61502,1
Cluster 61503,1
Cluster 49045,1
Cluster 49044,1
Cluster 49043,1
Cluster 61504,1
Cluster 49042,1
Cluster 61507,1
Cluster 49047,1
Cluster 49019,1
Cluster 61543,1
Cluster 61544,1
Cluster 61545,1
Cluster 61546,1
Cluster 61547,1
Cluster 61548,1
Cluster 61549,1
Cluster 49017,1
Cluster 49016,1
Cluster 6155,1
Cluster 61523,1
Cluster 61551,1
Cluster 61552,1
Cluster 61553,1
Cluster 61554,1
Cluster 49015,1
Cluster 49014,1
Cluster 61555,1
Cluster 6156,1
Cluster 61556,1
Cluster 61557,1
Cluster 61558,1
Cluster 61550,1
Cluster 61524,1
Cluster 61525,1
Cluster 49030,1
Cluster 4903,1
Cluster 61526,1
Cluster 61527,1
Cluster 49029,1
Cluster 49028,1
Cluster 61529,1
Cluster 6153,1
Cluster 49027,1
Cluster 61542,1
Cluster 49025,1
Cluster 49024,1
Cluster 61533,1
Cluster 49021,1
Cluster 61535,1
Cluster 61536,1
Cluster 61537,1
Cluster 61538,1
Cluster 49020,1
Cluster 61539,1
Cluster 61540,1
Cluster 61541,1
Cluster 61531,1
Cluster 49082,1
Cluster 49081,1
Cluster 61442,1
Cluster 61443,1
Cluster 61444,1
Cluster 61445,1
Cluster 49080,1
Cluster 61446,1
Cluster 61447,1
Cluster 61448,1
Cluster 4908,1
Cluster 61491,1
Cluster 6145,1
Cluster 49078,1
Cluster 61450,1
Cluster 61451,1
Cluster 61452,1
Cluster 61453,1
Cluster 61454,1
Cluster 61455,1
Cluster 61456,1
Cluster 49077,1
Cluster 49076,1
Cluster 49079,1
Cluster 49090,1
Cluster 61427,1
Cluster 61428,1
Cluster 61429,1
Cluster 6143,1
Cluster 49089,1
Cluster 61430,1
Cluster 61431,1
Cluster 61432,1
Cluster 49088,1
Cluster 61433,1
Cluster 49083,1
Cluster 49087,1
Cluster 49086,1
Cluster 61435,1
Cluster 61436,1
Cluster 61437,1
Cluster 61438,1
Cluster 49085,1
Cluster 61439,1
Cluster 6144,1
Cluster 61440,1
Cluster 49084,1
Cluster 61441,1
Cluster 61434,1
Cluster 61474,1
Cluster 61475,1
Cluster 61476,1
Cluster 61477,1
Cluster 61478,1
Cluster 61479,1
Cluster 49060,1
Cluster 6148,1
Cluster 61480,1
Cluster 61481,1
Cluster 4906,1
