model,dim,val_auprc_mean,val_auroc_mean,test_auprc_mean
Ankh,256,0.7417949691858612,0.8959751893270176,0.6635994069308029
Ankh,320,0.7384616841169285,0.8952247253604295,0.6599205370494964
Ankh,384,0.7386542849856375,0.8983555050471288,0.6548175791201502
Ankh,426,0.7388204654089994,0.898804350940189,0.6610654687897789
Ankh,512,0.7400997824769623,0.8999567070627971,0.6632024419193582
