dim,fold,best_C,best_gamma,best_class_weight,precision@0.5,recall@0.5,accuracy@0.5,f1@0.5,mcc@0.5,auroc,auprc
384,1,30,0.001,balanced,0.8809523809523809,0.6065573770491803,0.9409368635437881,0.7184466019417476,0.7016439939344036,0.9358749523446435,0.8156405206704657
384,2,100,0.001,,0.75,0.631578947368421,0.9315352697095436,0.6857142857142857,0.6506256160036582,0.9443962848297213,0.8085604459365864
384,3,3,0.001,balanced,0.8846153846153846,0.7419354838709677,0.9550102249488752,0.8070175438596491,0.7856507729063842,0.9658721764750321,0.8546487500576926
384,4,3,0.003,,0.723404255319149,0.5666666666666667,0.919917864476386,0.6355140186915887,0.5968410450362404,0.935167837626854,0.7553496180452163
384,5,100,0.001,,0.75,0.6666666666666666,0.9377593360995851,0.7058823529411765,0.672670077979182,0.9469539633091035,0.8215996537066381
