order,mean_AUPRC,mean_AUROC,mean_ACC@0.40
Ankh_ESM2_ProtT5,0.7761801653147856,0.8881212108668135,0.847235005617492
Ankh_ProtT5_ESM2,0.7761713655089981,0.8881470922473473,0.847235005617492
ESM2_Ankh_ProtT5,0.7761697474985767,0.8881442445456482,0.847235005617492
ESM2_ProtT5_Ankh,0.776154792464018,0.8881413779019148,0.847235005617492
ProtT5_Ankh_ESM2,0.7761545302492581,0.8881241026015207,0.847235005617492
ProtT5_ESM2_Ankh,0.7761533236410918,0.8881327213922192,0.847235005617492
