TP,TN,FP,FN,PPV,TPR,TNR,Acc,MCC,F1,AUROC,AUPRC
0.0,4.791659420284375,0.0,4.791659420284375,0.0,0.0,0.0,0.013497632169815156,0.0,0.0,0.008112783340549578,0.014255509685582448
