TP,TN,FP,FN,PPV,TPR,TNR,Acc,MCC,F1,AUROC,AUPRC
74.0,219.0,27.0,35.0,0.7326732673267327,0.6788990825688074,0.8902438988201468,0.8253521126760563,0.5818682290108258,0.7047619047619048,0.8911016633102111,0.7811337660046482
