TP,TN,FP,FN,PPV,TPR,TNR,Acc,MCC,F1,AUROC,AUPRC
0.0,245.2,0.0,109.8,0.0,0.0,1.0,0.6907042253521126,0.0,0.0,0.583770480339881,0.349697006491197
