C,gamma,w_pos,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,MCC_mean,MCC_std,ACC_mean,ACC_std
0.02282092971067451,0.0023713737056616554,2.5,0.7335000641173635,0.014390217724950926,0.6171956911222867,0.03534065624188778,0.33457316293540673,0.03756337249193378,0.916945765681997,0.04139832671736499,0.20503095975232197,0.02758204881695048,0.374419322599359,0.03537717332955419,0.7966610767113862,0.007751301505528235
0.02282092971067451,0.0023713737056616554,3.0,0.7251978977689564,0.013494058062464748,0.6016888333724054,0.03439827666580867,0.5193947174957019,0.04664805573377835,0.5977329927318444,0.05169908224308523,0.4600103199174407,0.04766516231873559,0.3917903777153282,0.058036697787595654,0.7874892500859993,0.01939053801731667
0.02282092971067451,0.0023713737056616554,4.0,0.7572182058393778,0.014092300548288366,0.6459536503012246,0.03459824205862718,0.4,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.25,0.0
0.02282092971067451,0.0044668359215096305,1.0,0.7701237090266676,0.009769111083118507,0.6745564585576491,0.023231603424995896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.0044668359215096305,1.5,0.7589194358154228,0.012115916951752336,0.6562956942864071,0.029637045350918847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.0044668359215096305,2.0,0.7396154936467996,0.014035502169814619,0.6254757870376668,0.03631728522097324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.0044668359215096305,2.5,0.7262070061620908,0.01449158901676043,0.6022842615294453,0.03660298023936881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.0044668359215096305,3.0,0.7191306899426699,0.014471950399886878,0.5903915307858111,0.03697662128067274,0.33304916690590874,0.05928734606648054,0.942003968253968,0.025491553556444686,0.2037753697970416,0.042495300649309314,0.38000615423533574,0.04174878793661682,0.7976565187478502,0.009394312880382484
0.02282092971067451,0.0044668359215096305,4.0,0.766213659053484,0.013388456156666664,0.6523074772131555,0.033903442077450024,0.4,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.25,0.0
0.02282092971067451,0.008413951416451947,1.0,0.7614472307590419,0.012477427262732137,0.6315578348403632,0.03237172268033581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.008413951416451947,1.5,0.7614187610521591,0.012581330019687795,0.6299725187327437,0.03193323569096418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.008413951416451947,2.0,0.7603905161850094,0.012236790247965706,0.6284801586998112,0.031562388867273174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.008413951416451947,2.5,0.7578294862446857,0.012501567284681037,0.6254853926555568,0.03268412853929586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.008413951416451947,3.0,0.7537097065094251,0.013551788624315666,0.6202864207176246,0.03335185889983804,0.16583889202711372,0.061187383107549294,0.9323564593301435,0.049496098686358646,0.09204506363949089,0.03672475988057472,0.24675971990506715,0.0555551093662964,0.7713686790505675,0.008724482118854798
0.02282092971067451,0.008413951416451947,4.0,0.780329903384738,0.012844232449394236,0.6461119818785714,0.03302137161053389,0.4,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.25,0.0
0.02282092971067451,0.015848931924611124,1.0,0.7909200908094948,0.009742611782661911,0.6302373168462286,0.03676600499191164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
0.02282092971067451,0.015848931924611124,1.5,0.7906231519540687,0.009441698918771183,0.6313165420009087,0.03585120559904412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
