cluster_id,total_selected,folds_covered
Cluster 27838,1,1
Cluster 27839,1,1
Cluster 2784,1,1
Cluster 27843,1,1
Cluster 27847,1,1
Cluster 27852,1,1
Cluster 27855,1,1
Cluster 27857,1,1
Cluster 27867,1,1
Cluster 27869,1,1
Cluster 27876,1,1
Cluster 27879,1,1
Cluster 27885,1,1
Cluster 27897,1,1
Cluster 27898,1,1
Cluster 279,1,1
Cluster 2790,1,1
Cluster 27900,1,1
Cluster 27902,1,1
Cluster 27911,1,1
Cluster 27912,1,1
Cluster 27914,1,1
Cluster 27916,1,1
Cluster 2792,1,1
Cluster 27921,1,1
Cluster 27923,1,1
Cluster 27934,1,1
Cluster 27938,1,1
Cluster 27946,1,1
Cluster 27951,1,1
Cluster 27966,1,1
Cluster 27969,1,1
Cluster 27971,1,1
Cluster 2798,1,1
Cluster 27983,1,1
Cluster 27987,1,1
Cluster 27991,1,1
Cluster 27994,1,1
Cluster 280,1,1
Cluster 28001,1,1
Cluster 28007,1,1
Cluster 28016,1,1
Cluster 2802,1,1
Cluster 28023,1,1
Cluster 28028,1,1
Cluster 28029,1,1
Cluster 2803,1,1
Cluster 28032,1,1
Cluster 28037,1,1
Cluster 28040,1,1
Cluster 28043,1,1
Cluster 28048,1,1
Cluster 28054,1,1
Cluster 28060,1,1
Cluster 28069,1,1
Cluster 2807,1,1
Cluster 28073,1,1
Cluster 2809,1,1
Cluster 28090,1,1
Cluster 28098,1,1
Cluster 28102,1,1
Cluster 28106,1,1
Cluster 28127,1,1
Cluster 2813,1,1
Cluster 28134,1,1
Cluster 28137,1,1
Cluster 28159,1,1
Cluster 28161,1,1
Cluster 28163,1,1
Cluster 28167,1,1
Cluster 28168,1,1
Cluster 28171,1,1
Cluster 28178,1,1
Cluster 28185,1,1
Cluster 28186,1,1
Cluster 28198,1,1
Cluster 28207,1,1
Cluster 28212,1,1
Cluster 28217,1,1
Cluster 28219,1,1
Cluster 28221,1,1
Cluster 28232,1,1
Cluster 28233,1,1
Cluster 28234,1,1
Cluster 28242,1,1
Cluster 28267,1,1
Cluster 28272,1,1
Cluster 28281,1,1
Cluster 28286,1,1
Cluster 28288,1,1
Cluster 28291,1,1
Cluster 28292,1,1
Cluster 28293,1,1
Cluster 283,1,1
Cluster 28303,1,1
Cluster 28304,1,1
Cluster 28305,1,1
Cluster 28313,1,1
Cluster 28352,1,1
Cluster 2836,1,1
Cluster 28377,1,1
Cluster 28380,1,1
Cluster 28381,1,1
Cluster 28385,1,1
Cluster 28388,1,1
Cluster 28408,1,1
Cluster 28417,1,1
Cluster 28419,1,1
Cluster 28422,1,1
Cluster 28431,1,1
Cluster 2845,1,1
Cluster 28456,1,1
Cluster 28460,1,1
Cluster 28467,1,1
Cluster 28468,1,1
Cluster 28473,1,1
Cluster 28478,1,1
Cluster 28479,1,1
Cluster 2848,1,1
Cluster 28483,1,1
Cluster 28485,1,1
Cluster 28511,1,1
Cluster 2852,1,1
Cluster 28523,1,1
Cluster 28524,1,1
Cluster 28525,1,1
Cluster 28537,1,1
Cluster 28544,1,1
Cluster 28554,1,1
Cluster 28555,1,1
Cluster 28556,1,1
Cluster 28559,1,1
Cluster 2857,1,1
Cluster 28576,1,1
Cluster 28579,1,1
Cluster 2858,1,1
Cluster 28589,1,1
Cluster 28606,1,1
Cluster 28612,1,1
Cluster 28626,1,1
Cluster 28647,1,1
Cluster 28656,1,1
Cluster 28665,1,1
Cluster 28670,1,1
Cluster 28676,1,1
Cluster 28683,1,1
Cluster 28690,1,1
Cluster 28693,1,1
Cluster 28706,1,1
Cluster 28711,1,1
Cluster 28719,1,1
Cluster 28721,1,1
Cluster 28722,1,1
Cluster 28726,1,1
Cluster 28727,1,1
Cluster 28728,1,1
Cluster 2873,1,1
Cluster 28740,1,1
Cluster 28751,1,1
Cluster 28753,1,1
Cluster 28755,1,1
Cluster 28760,1,1
Cluster 28767,1,1
Cluster 28773,1,1
Cluster 28776,1,1
Cluster 28777,1,1
Cluster 2878,1,1
Cluster 28784,1,1
Cluster 28790,1,1
Cluster 28796,1,1
Cluster 28803,1,1
Cluster 28804,1,1
Cluster 28812,1,1
Cluster 28824,1,1
Cluster 28826,1,1
Cluster 28835,1,1
Cluster 28844,1,1
Cluster 28845,1,1
Cluster 28847,1,1
Cluster 28851,1,1
Cluster 28864,1,1
Cluster 2888,1,1
Cluster 28881,1,1
Cluster 28885,1,1
Cluster 2889,1,1
Cluster 28891,1,1
Cluster 28893,1,1
Cluster 28899,1,1
Cluster 28904,1,1
Cluster 28906,1,1
Cluster 2891,1,1
Cluster 28910,1,1
Cluster 28915,1,1
Cluster 28917,1,1
Cluster 28918,1,1
Cluster 28922,1,1
Cluster 28931,1,1
Cluster 28936,1,1
Cluster 28939,1,1
Cluster 28941,1,1
Cluster 28945,1,1
Cluster 28963,1,1
Cluster 28976,1,1
Cluster 28979,1,1
Cluster 28995,1,1
Cluster 2900,1,1
Cluster 29002,1,1
Cluster 29008,1,1
Cluster 29016,1,1
Cluster 29022,1,1
Cluster 29023,1,1
Cluster 29039,1,1
Cluster 2904,1,1
Cluster 29042,1,1
Cluster 29048,1,1
Cluster 29053,1,1
Cluster 29056,1,1
Cluster 29057,1,1
Cluster 29063,1,1
Cluster 29068,1,1
Cluster 29072,1,1
Cluster 29080,1,1
Cluster 29089,1,1
Cluster 29092,1,1
Cluster 29100,1,1
Cluster 29102,1,1
Cluster 29103,1,1
Cluster 29114,1,1
Cluster 29119,1,1
Cluster 29127,1,1
Cluster 2913,1,1
Cluster 29131,1,1
Cluster 29133,1,1
Cluster 29140,1,1
Cluster 29146,1,1
Cluster 29147,1,1
Cluster 29156,1,1
Cluster 2916,1,1
Cluster 29162,1,1
Cluster 29164,1,1
Cluster 29170,1,1
Cluster 29175,1,1
Cluster 29176,1,1
Cluster 29178,1,1
Cluster 29179,1,1
Cluster 2918,1,1
Cluster 29183,1,1
Cluster 2919,1,1
Cluster 29194,1,1
Cluster 29200,1,1
Cluster 29205,1,1
Cluster 29206,1,1
Cluster 29208,1,1
Cluster 29211,1,1
Cluster 29213,1,1
Cluster 29216,1,1
Cluster 29225,1,1
Cluster 29236,1,1
Cluster 29239,1,1
Cluster 2924,1,1
Cluster 29243,1,1
Cluster 29245,1,1
Cluster 29249,1,1
Cluster 29256,1,1
Cluster 2926,1,1
Cluster 29265,1,1
Cluster 29267,1,1
Cluster 29268,1,1
Cluster 29269,1,1
Cluster 29276,1,1
Cluster 29279,1,1
Cluster 29281,1,1
Cluster 29285,1,1
Cluster 29289,1,1
Cluster 29291,1,1
Cluster 29293,1,1
Cluster 29296,1,1
Cluster 29297,1,1
Cluster 29298,1,1
Cluster 29309,1,1
Cluster 29327,1,1
Cluster 29336,1,1
Cluster 29338,1,1
Cluster 29343,1,1
Cluster 29356,1,1
Cluster 29367,1,1
Cluster 29380,1,1
Cluster 29391,1,1
Cluster 29394,1,1
Cluster 29398,1,1
Cluster 29399,1,1
Cluster 29402,1,1
Cluster 29417,1,1
Cluster 2942,1,1
Cluster 29425,1,1
Cluster 29432,1,1
Cluster 29436,1,1
Cluster 29441,1,1
Cluster 29443,1,1
Cluster 29444,1,1
Cluster 29449,1,1
Cluster 2945,1,1
Cluster 29460,1,1
Cluster 29467,1,1
Cluster 2947,1,1
Cluster 29470,1,1
Cluster 29477,1,1
Cluster 29484,1,1
Cluster 2949,1,1
Cluster 2950,1,1
Cluster 29504,1,1
Cluster 29506,1,1
Cluster 29507,1,1
Cluster 29512,1,1
Cluster 29525,1,1
Cluster 29527,1,1
Cluster 29533,1,1
Cluster 29539,1,1
Cluster 29559,1,1
Cluster 29564,1,1
Cluster 29571,1,1
Cluster 29572,1,1
Cluster 29581,1,1
Cluster 29588,1,1
Cluster 29599,1,1
Cluster 29600,1,1
Cluster 29602,1,1
Cluster 29620,1,1
Cluster 29634,1,1
Cluster 29638,1,1
Cluster 29640,1,1
Cluster 29643,1,1
Cluster 29646,1,1
Cluster 29650,1,1
Cluster 29668,1,1
Cluster 2968,1,1
Cluster 29680,1,1
Cluster 29694,1,1
Cluster 2970,1,1
Cluster 29700,1,1
Cluster 29702,1,1
Cluster 29705,1,1
Cluster 29708,1,1
Cluster 29711,1,1
Cluster 29731,1,1
Cluster 29732,1,1
Cluster 29733,1,1
Cluster 29736,1,1
Cluster 2974,1,1
Cluster 29745,1,1
Cluster 29750,1,1
Cluster 29766,1,1
Cluster 29767,1,1
Cluster 2977,1,1
Cluster 29776,1,1
Cluster 29799,1,1
Cluster 29800,1,1
Cluster 29802,1,1
Cluster 2982,1,1
Cluster 29823,1,1
Cluster 29832,1,1
Cluster 2984,1,1
Cluster 29851,1,1
Cluster 29853,1,1
Cluster 29864,1,1
Cluster 2987,1,1
Cluster 29882,1,1
Cluster 29886,1,1
Cluster 2990,1,1
Cluster 29900,1,1
Cluster 2991,1,1
Cluster 29921,1,1
Cluster 29933,1,1
Cluster 29936,1,1
Cluster 29941,1,1
Cluster 29948,1,1
Cluster 29949,1,1
Cluster 29955,1,1
Cluster 29964,1,1
Cluster 29965,1,1
Cluster 29968,1,1
Cluster 29971,1,1
Cluster 29988,1,1
Cluster 29992,1,1
Cluster 29996,1,1
Cluster 29997,1,1
Cluster 30005,1,1
Cluster 30006,1,1
Cluster 30008,1,1
Cluster 30023,1,1
Cluster 30036,1,1
Cluster 30054,1,1
Cluster 30059,1,1
Cluster 30077,1,1
Cluster 3008,1,1
Cluster 30081,1,1
Cluster 3009,1,1
Cluster 30090,1,1
Cluster 3010,1,1
Cluster 30106,1,1
Cluster 3011,1,1
Cluster 30115,1,1
Cluster 30119,1,1
Cluster 30121,1,1
Cluster 30129,1,1
Cluster 30130,1,1
Cluster 30144,1,1
Cluster 30145,1,1
Cluster 30150,1,1
Cluster 30151,1,1
Cluster 30182,1,1
Cluster 30185,1,1
Cluster 30194,1,1
Cluster 302,1,1
Cluster 30201,1,1
Cluster 30208,1,1
Cluster 30212,1,1
Cluster 30215,1,1
Cluster 30221,1,1
Cluster 30227,1,1
Cluster 30231,1,1
Cluster 30233,1,1
Cluster 30235,1,1
Cluster 3024,1,1
Cluster 30247,1,1
Cluster 30248,1,1
Cluster 30250,1,1
Cluster 30282,1,1
Cluster 30287,1,1
Cluster 30313,1,1
Cluster 30314,1,1
Cluster 30328,1,1
Cluster 30339,1,1
Cluster 30347,1,1
Cluster 30348,1,1
Cluster 30354,1,1
Cluster 30356,1,1
Cluster 3036,1,1
Cluster 30360,1,1
Cluster 30361,1,1
Cluster 30378,1,1
Cluster 30381,1,1
Cluster 30382,1,1
Cluster 30392,1,1
Cluster 30397,1,1
Cluster 30398,1,1
Cluster 30401,1,1
Cluster 30406,1,1
Cluster 3041,1,1
Cluster 30420,1,1
Cluster 30425,1,1
Cluster 30428,1,1
Cluster 30434,1,1
Cluster 30437,1,1
Cluster 30438,1,1
Cluster 30439,1,1
Cluster 30442,1,1
Cluster 30443,1,1
Cluster 30452,1,1
Cluster 30463,1,1
Cluster 30466,1,1
Cluster 30469,1,1
Cluster 30504,1,1
Cluster 30517,1,1
Cluster 3052,1,1
Cluster 30523,1,1
Cluster 30527,1,1
Cluster 30539,1,1
Cluster 30543,1,1
Cluster 30548,1,1
Cluster 30561,1,1
Cluster 30572,1,1
Cluster 30597,1,1
Cluster 30598,1,1
Cluster 30607,1,1
Cluster 30610,1,1
Cluster 30618,1,1
Cluster 30627,1,1
Cluster 30631,1,1
Cluster 30632,1,1
Cluster 30634,1,1
Cluster 30646,1,1
Cluster 30647,1,1
Cluster 30658,1,1
Cluster 30662,1,1
Cluster 30667,1,1
Cluster 30680,1,1
Cluster 30686,1,1
Cluster 3069,1,1
Cluster 30695,1,1
Cluster 30714,1,1
Cluster 30720,1,1
Cluster 30730,1,1
Cluster 30734,1,1
Cluster 30743,1,1
Cluster 30747,1,1
Cluster 30750,1,1
Cluster 30767,1,1
Cluster 30770,1,1
Cluster 30775,1,1
Cluster 30777,1,1
Cluster 30782,1,1
Cluster 30786,1,1
Cluster 30796,1,1
Cluster 30803,1,1
Cluster 30804,1,1
Cluster 30814,1,1
Cluster 30818,1,1
Cluster 30848,1,1
Cluster 30851,1,1
Cluster 30859,1,1
Cluster 30860,1,1
Cluster 30863,1,1
Cluster 30888,1,1
Cluster 30891,1,1
Cluster 30894,1,1
Cluster 30908,1,1
Cluster 30919,1,1
Cluster 30923,1,1
Cluster 30934,1,1
Cluster 30935,1,1
Cluster 30951,1,1
Cluster 30952,1,1
Cluster 30959,1,1
Cluster 30964,1,1
Cluster 30969,1,1
Cluster 30976,1,1
Cluster 30982,1,1
Cluster 30986,1,1
Cluster 30999,1,1
Cluster 31007,1,1
Cluster 31025,1,1
Cluster 31026,1,1
Cluster 31032,1,1
Cluster 31034,1,1
Cluster 31042,1,1
Cluster 31044,1,1
Cluster 31052,1,1
Cluster 31053,1,1
Cluster 31055,1,1
Cluster 31059,1,1
Cluster 31070,1,1
Cluster 31072,1,1
Cluster 31074,1,1
Cluster 31076,1,1
Cluster 31078,1,1
Cluster 31085,1,1
Cluster 31113,1,1
Cluster 31115,1,1
Cluster 31117,1,1
Cluster 31123,1,1
Cluster 31128,1,1
Cluster 31132,1,1
Cluster 31136,1,1
Cluster 31141,1,1
Cluster 31145,1,1
Cluster 31150,1,1
Cluster 31154,1,1
Cluster 31157,1,1
Cluster 31169,1,1
Cluster 31172,1,1
Cluster 31176,1,1
Cluster 31202,1,1
Cluster 31204,1,1
Cluster 31209,1,1
Cluster 31212,1,1
Cluster 31218,1,1
Cluster 31225,1,1
Cluster 31226,1,1
Cluster 3123,1,1
Cluster 31233,1,1
Cluster 31247,1,1
Cluster 31251,1,1
Cluster 31253,1,1
Cluster 31254,1,1
Cluster 31259,1,1
Cluster 31266,1,1
Cluster 31286,1,1
Cluster 31289,1,1
Cluster 31305,1,1
Cluster 31306,1,1
Cluster 31309,1,1
Cluster 31311,1,1
Cluster 31312,1,1
Cluster 31313,1,1
Cluster 31315,1,1
Cluster 3133,1,1
Cluster 31336,1,1
Cluster 31340,1,1
Cluster 31349,1,1
Cluster 31361,1,1
Cluster 31368,1,1
Cluster 31371,1,1
Cluster 31378,1,1
Cluster 31380,1,1
Cluster 31389,1,1
Cluster 31402,1,1
Cluster 31404,1,1
Cluster 31407,1,1
Cluster 31422,1,1
Cluster 31432,1,1
Cluster 31438,1,1
Cluster 31439,1,1
Cluster 31443,1,1
Cluster 31446,1,1
Cluster 3145,1,1
Cluster 31450,1,1
Cluster 31455,1,1
Cluster 31460,1,1
Cluster 31463,1,1
Cluster 31464,1,1
Cluster 31466,1,1
Cluster 31499,1,1
Cluster 31500,1,1
Cluster 31511,1,1
Cluster 31518,1,1
Cluster 3153,1,1
Cluster 31544,1,1
Cluster 31545,1,1
Cluster 3155,1,1
Cluster 31559,1,1
Cluster 31570,1,1
Cluster 31572,1,1
Cluster 31573,1,1
Cluster 31589,1,1
Cluster 3159,1,1
Cluster 31593,1,1
Cluster 31611,1,1
Cluster 31614,1,1
Cluster 31615,1,1
Cluster 31620,1,1
Cluster 31628,1,1
Cluster 31643,1,1
Cluster 31654,1,1
Cluster 31659,1,1
Cluster 31669,1,1
Cluster 31670,1,1
Cluster 31672,1,1
Cluster 31673,1,1
Cluster 31682,1,1
Cluster 31686,1,1
Cluster 31688,1,1
Cluster 3169,1,1
Cluster 31694,1,1
Cluster 31699,1,1
Cluster 317,1,1
Cluster 31710,1,1
Cluster 31712,1,1
Cluster 31714,1,1
Cluster 31722,1,1
Cluster 31724,1,1
Cluster 31725,1,1
Cluster 31732,1,1
Cluster 31740,1,1
Cluster 31752,1,1
Cluster 31755,1,1
Cluster 31760,1,1
Cluster 31762,1,1
Cluster 31770,1,1
Cluster 31771,1,1
Cluster 31779,1,1
Cluster 31785,1,1
Cluster 31786,1,1
Cluster 31789,1,1
Cluster 318,1,1
Cluster 31800,1,1
Cluster 31804,1,1
Cluster 3181,1,1
Cluster 31813,1,1
Cluster 31814,1,1
Cluster 31816,1,1
Cluster 31825,1,1
Cluster 31828,1,1
Cluster 31845,1,1
Cluster 3185,1,1
Cluster 31850,1,1
Cluster 31858,1,1
Cluster 31859,1,1
Cluster 31869,1,1
Cluster 31875,1,1
Cluster 31877,1,1
Cluster 3188,1,1
Cluster 31883,1,1
Cluster 319,1,1
Cluster 31902,1,1
Cluster 31910,1,1
Cluster 31911,1,1
Cluster 31929,1,1
Cluster 3193,1,1
Cluster 31938,1,1
Cluster 31939,1,1
Cluster 31946,1,1
Cluster 31947,1,1
Cluster 3195,1,1
Cluster 31971,1,1
Cluster 31977,1,1
Cluster 31987,1,1
Cluster 31990,1,1
Cluster 32011,1,1
Cluster 32013,1,1
Cluster 3202,1,1
Cluster 32034,1,1
Cluster 32049,1,1
Cluster 32053,1,1
Cluster 32066,1,1
Cluster 32071,1,1
Cluster 32102,1,1
Cluster 32103,1,1
Cluster 32106,1,1
Cluster 32107,1,1
Cluster 32113,1,1
Cluster 32118,1,1
Cluster 32123,1,1
Cluster 32126,1,1
Cluster 32137,1,1
Cluster 32139,1,1
Cluster 32141,1,1
Cluster 32142,1,1
Cluster 32161,1,1
Cluster 32171,1,1
Cluster 32175,1,1
Cluster 32189,1,1
Cluster 32190,1,1
Cluster 32192,1,1
Cluster 32199,1,1
Cluster 3220,1,1
Cluster 32208,1,1
Cluster 32209,1,1
Cluster 32226,1,1
Cluster 32227,1,1
Cluster 32228,1,1
Cluster 32232,1,1
Cluster 32237,1,1
Cluster 32243,1,1
Cluster 32250,1,1
Cluster 32252,1,1
Cluster 3226,1,1
Cluster 32261,1,1
Cluster 32265,1,1
Cluster 32269,1,1
Cluster 32284,1,1
Cluster 32290,1,1
Cluster 32292,1,1
Cluster 32295,1,1
Cluster 32296,1,1
Cluster 32300,1,1
Cluster 32302,1,1
Cluster 32313,1,1
Cluster 32325,1,1
Cluster 32328,1,1
Cluster 32329,1,1
Cluster 32330,1,1
Cluster 32331,1,1
Cluster 32339,1,1
Cluster 32346,1,1
Cluster 32352,1,1
Cluster 32358,1,1
Cluster 32359,1,1
Cluster 32365,1,1
Cluster 32369,1,1
Cluster 32374,1,1
Cluster 32379,1,1
Cluster 3238,1,1
Cluster 32380,1,1
Cluster 32389,1,1
Cluster 32394,1,1
Cluster 3240,1,1
Cluster 32401,1,1
Cluster 32414,1,1
Cluster 32423,1,1
Cluster 32438,1,1
Cluster 32439,1,1
Cluster 32442,1,1
Cluster 32455,1,1
Cluster 32456,1,1
Cluster 32460,1,1
Cluster 32462,1,1
Cluster 32467,1,1
Cluster 32472,1,1
Cluster 32473,1,1
Cluster 32476,1,1
Cluster 32480,1,1
Cluster 32487,1,1
Cluster 32500,1,1
Cluster 32501,1,1
Cluster 32504,1,1
Cluster 32520,1,1
Cluster 32525,1,1
Cluster 32535,1,1
Cluster 32541,1,1
Cluster 32567,1,1
Cluster 32573,1,1
Cluster 32583,1,1
Cluster 32587,1,1
Cluster 32592,1,1
Cluster 32593,1,1
Cluster 32599,1,1
Cluster 3260,1,1
Cluster 32605,1,1
Cluster 32613,1,1
Cluster 3262,1,1
Cluster 32620,1,1
Cluster 32621,1,1
Cluster 32626,1,1
Cluster 32628,1,1
Cluster 32630,1,1
Cluster 32663,1,1
Cluster 32664,1,1
Cluster 32666,1,1
Cluster 32668,1,1
Cluster 32671,1,1
Cluster 32674,1,1
Cluster 32676,1,1
Cluster 32683,1,1
Cluster 32687,1,1
Cluster 32688,1,1
Cluster 32690,1,1
Cluster 32694,1,1
Cluster 32702,1,1
Cluster 32706,1,1
Cluster 32713,1,1
Cluster 3273,1,1
Cluster 32734,1,1
Cluster 32735,1,1
Cluster 32751,1,1
Cluster 32760,1,1
Cluster 32770,1,1
Cluster 32781,1,1
Cluster 32785,1,1
Cluster 32789,1,1
Cluster 3279,1,1
Cluster 32801,1,1
Cluster 32806,1,1
Cluster 32817,1,1
Cluster 3282,1,1
Cluster 32820,1,1
Cluster 32826,1,1
Cluster 32836,1,1
Cluster 32842,1,1
Cluster 32860,1,1
Cluster 32863,1,1
Cluster 32876,1,1
Cluster 32888,1,1
Cluster 32890,1,1
Cluster 32892,1,1
Cluster 32917,1,1
Cluster 32922,1,1
Cluster 32924,1,1
Cluster 32940,1,1
Cluster 32944,1,1
Cluster 32947,1,1
Cluster 32951,1,1
Cluster 3296,1,1
Cluster 32962,1,1
Cluster 32982,1,1
Cluster 32983,1,1
Cluster 32987,1,1
Cluster 32989,1,1
Cluster 33,1,1
Cluster 33010,1,1
Cluster 33019,1,1
Cluster 33026,1,1
Cluster 33028,1,1
Cluster 33029,1,1
Cluster 33031,1,1
Cluster 33048,1,1
Cluster 33052,1,1
Cluster 3306,1,1
Cluster 33065,1,1
Cluster 33071,1,1
Cluster 33072,1,1
Cluster 33073,1,1
Cluster 33092,1,1
Cluster 33104,1,1
Cluster 33113,1,1
Cluster 33115,1,1
Cluster 33119,1,1
Cluster 33120,1,1
Cluster 33134,1,1
Cluster 3314,1,1
Cluster 33145,1,1
Cluster 33163,1,1
Cluster 33172,1,1
Cluster 33180,1,1
Cluster 33183,1,1
Cluster 33188,1,1
Cluster 3319,1,1
Cluster 33205,1,1
Cluster 33209,1,1
Cluster 33212,1,1
Cluster 33218,1,1
Cluster 33220,1,1
Cluster 33224,1,1
Cluster 33228,1,1
Cluster 33229,1,1
Cluster 33240,1,1
Cluster 33245,1,1
Cluster 33247,1,1
Cluster 3325,1,1
Cluster 33254,1,1
Cluster 33265,1,1
Cluster 33276,1,1
Cluster 33282,1,1
Cluster 33293,1,1
Cluster 33295,1,1
Cluster 33299,1,1
Cluster 33300,1,1
Cluster 33301,1,1
Cluster 33311,1,1
Cluster 33321,1,1
Cluster 33324,1,1
Cluster 33336,1,1
Cluster 3334,1,1
Cluster 33352,1,1
Cluster 33366,1,1
Cluster 33380,1,1
Cluster 33387,1,1
Cluster 3339,1,1
Cluster 33395,1,1
Cluster 334,1,1
Cluster 33402,1,1
Cluster 33408,1,1
Cluster 3341,1,1
Cluster 33413,1,1
Cluster 33417,1,1
Cluster 3342,1,1
Cluster 33435,1,1
Cluster 33440,1,1
Cluster 33451,1,1
Cluster 33458,1,1
Cluster 33459,1,1
Cluster 33473,1,1
Cluster 33477,1,1
Cluster 33488,1,1
Cluster 33490,1,1
Cluster 33526,1,1
Cluster 33531,1,1
Cluster 33549,1,1
Cluster 33554,1,1
Cluster 33555,1,1
Cluster 33557,1,1
Cluster 3356,1,1
Cluster 33565,1,1
Cluster 33576,1,1
Cluster 33577,1,1
Cluster 33581,1,1
Cluster 33588,1,1
Cluster 33594,1,1
Cluster 336,1,1
Cluster 33606,1,1
Cluster 33607,1,1
Cluster 33609,1,1
Cluster 3361,1,1
Cluster 33626,1,1
Cluster 33629,1,1
Cluster 33631,1,1
Cluster 33642,1,1
Cluster 3366,1,1
Cluster 33660,1,1
Cluster 33666,1,1
Cluster 33667,1,1
Cluster 33673,1,1
Cluster 33674,1,1
Cluster 33689,1,1
Cluster 3369,1,1
Cluster 33701,1,1
Cluster 33719,1,1
Cluster 33720,1,1
Cluster 33722,1,1
Cluster 33737,1,1
Cluster 3374,1,1
Cluster 33744,1,1
Cluster 33755,1,1
Cluster 33762,1,1
Cluster 33763,1,1
Cluster 33767,1,1
Cluster 33777,1,1
Cluster 33781,1,1
Cluster 33789,1,1
Cluster 3380,1,1
Cluster 33811,1,1
Cluster 33815,1,1
Cluster 33819,1,1
Cluster 3382,1,1
Cluster 33823,1,1
Cluster 33825,1,1
Cluster 3383,1,1
Cluster 33847,1,1
Cluster 33859,1,1
Cluster 3387,1,1
Cluster 33879,1,1
Cluster 33884,1,1
Cluster 33890,1,1
Cluster 33895,1,1
Cluster 33897,1,1
Cluster 33898,1,1
Cluster 33905,1,1
Cluster 33914,1,1
Cluster 33916,1,1
Cluster 33925,1,1
Cluster 33931,1,1
Cluster 33946,1,1
Cluster 33947,1,1
Cluster 3395,1,1
Cluster 33950,1,1
Cluster 33951,1,1
Cluster 33956,1,1
Cluster 33957,1,1
Cluster 33960,1,1
Cluster 33961,1,1
Cluster 33973,1,1
Cluster 33981,1,1
Cluster 33991,1,1
Cluster 3400,1,1
Cluster 34002,1,1
Cluster 34020,1,1
Cluster 34022,1,1
Cluster 34032,1,1
Cluster 34034,1,1
Cluster 34037,1,1
Cluster 3404,1,1
Cluster 34045,1,1
Cluster 34047,1,1
Cluster 34053,1,1
Cluster 34056,1,1
Cluster 34074,1,1
Cluster 34079,1,1
Cluster 34081,1,1
Cluster 3410,1,1
Cluster 34100,1,1
Cluster 34101,1,1
Cluster 34110,1,1
Cluster 34111,1,1
Cluster 34112,1,1
Cluster 34115,1,1
Cluster 34129,1,1
Cluster 34143,1,1
Cluster 34158,1,1
Cluster 34160,1,1
Cluster 34166,1,1
Cluster 34178,1,1
Cluster 34180,1,1
Cluster 34182,1,1
Cluster 34189,1,1
Cluster 34192,1,1
Cluster 34193,1,1
Cluster 34202,1,1
Cluster 34208,1,1
Cluster 34213,1,1
Cluster 34215,1,1
Cluster 34221,1,1
Cluster 34223,1,1
Cluster 34227,1,1
Cluster 3423,1,1
Cluster 3424,1,1
Cluster 34249,1,1
Cluster 3425,1,1
Cluster 34251,1,1
Cluster 34252,1,1
Cluster 34253,1,1
Cluster 34254,1,1
Cluster 34259,1,1
Cluster 3426,1,1
Cluster 34261,1,1
Cluster 34263,1,1
Cluster 34269,1,1
Cluster 34291,1,1
Cluster 34293,1,1
Cluster 34312,1,1
Cluster 34316,1,1
Cluster 34326,1,1
Cluster 34329,1,1
Cluster 34335,1,1
Cluster 34343,1,1
Cluster 34345,1,1
Cluster 34363,1,1
Cluster 3437,1,1
Cluster 34374,1,1
Cluster 34377,1,1
Cluster 34380,1,1
Cluster 34385,1,1
Cluster 34394,1,1
Cluster 34403,1,1
Cluster 34405,1,1
Cluster 34422,1,1
Cluster 34429,1,1
Cluster 34442,1,1
Cluster 34450,1,1
Cluster 34456,1,1
Cluster 34458,1,1
Cluster 34475,1,1
Cluster 34477,1,1
Cluster 34482,1,1
Cluster 34492,1,1
Cluster 34494,1,1
Cluster 34502,1,1
Cluster 34504,1,1
Cluster 34511,1,1
Cluster 34516,1,1
Cluster 34519,1,1
Cluster 34524,1,1
Cluster 34533,1,1
Cluster 34556,1,1
Cluster 34558,1,1
Cluster 34559,1,1
Cluster 34562,1,1
Cluster 34576,1,1
Cluster 34594,1,1
Cluster 34601,1,1
Cluster 34603,1,1
Cluster 34605,1,1
Cluster 34608,1,1
Cluster 34609,1,1
Cluster 3461,1,1
Cluster 34615,1,1
Cluster 3462,1,1
Cluster 34622,1,1
Cluster 34626,1,1
Cluster 34641,1,1
Cluster 34644,1,1
Cluster 34649,1,1
Cluster 34655,1,1
Cluster 34660,1,1
Cluster 34678,1,1
Cluster 34687,1,1
Cluster 34693,1,1
Cluster 347,1,1
Cluster 34714,1,1
Cluster 34726,1,1
Cluster 34728,1,1
Cluster 34736,1,1
Cluster 3475,1,1
Cluster 34762,1,1
Cluster 34763,1,1
Cluster 34768,1,1
Cluster 34769,1,1
Cluster 34774,1,1
Cluster 34776,1,1
Cluster 3478,1,1
Cluster 34785,1,1
Cluster 34788,1,1
Cluster 34799,1,1
Cluster 34804,1,1
Cluster 3481,1,1
Cluster 34810,1,1
Cluster 34811,1,1
Cluster 34823,1,1
Cluster 34843,1,1
Cluster 34846,1,1
Cluster 34847,1,1
Cluster 34853,1,1
Cluster 34858,1,1
Cluster 3486,1,1
Cluster 34861,1,1
Cluster 34863,1,1
Cluster 34870,1,1
Cluster 34871,1,1
Cluster 34876,1,1
Cluster 34882,1,1
Cluster 34884,1,1
Cluster 34903,1,1
Cluster 34906,1,1
Cluster 34912,1,1
Cluster 34917,1,1
Cluster 34922,1,1
Cluster 34931,1,1
