cluster_id,total_selected,folds_covered
Cluster 63059,1,1
Cluster 63060,1,1
Cluster 63074,1,1
Cluster 63075,1,1
Cluster 63085,1,1
Cluster 63086,1,1
Cluster 63087,1,1
Cluster 63091,1,1
Cluster 63094,1,1
Cluster 63101,1,1
Cluster 63104,1,1
Cluster 63116,1,1
Cluster 63117,1,1
Cluster 63121,1,1
Cluster 6313,1,1
Cluster 63133,1,1
Cluster 63138,1,1
Cluster 63139,1,1
Cluster 63142,1,1
Cluster 63147,1,1
Cluster 63149,1,1
Cluster 6315,1,1
Cluster 63153,1,1
Cluster 63156,1,1
Cluster 63158,1,1
Cluster 63161,1,1
Cluster 63164,1,1
Cluster 63166,1,1
Cluster 63184,1,1
Cluster 6319,1,1
Cluster 6320,1,1
Cluster 63202,1,1
Cluster 6322,1,1
Cluster 63222,1,1
Cluster 63230,1,1
Cluster 63237,1,1
Cluster 63243,1,1
Cluster 63255,1,1
Cluster 63261,1,1
Cluster 63270,1,1
Cluster 63278,1,1
Cluster 63293,1,1
Cluster 63300,1,1
Cluster 63306,1,1
Cluster 63309,1,1
Cluster 63312,1,1
Cluster 63319,1,1
Cluster 63332,1,1
Cluster 63337,1,1
Cluster 63339,1,1
Cluster 63343,1,1
Cluster 63344,1,1
Cluster 63371,1,1
Cluster 63374,1,1
Cluster 63379,1,1
Cluster 63380,1,1
Cluster 63383,1,1
Cluster 63389,1,1
Cluster 63390,1,1
Cluster 63391,1,1
Cluster 63392,1,1
Cluster 63393,1,1
Cluster 634,1,1
Cluster 63400,1,1
Cluster 63406,1,1
Cluster 63411,1,1
Cluster 63417,1,1
Cluster 63418,1,1
Cluster 63423,1,1
Cluster 63431,1,1
Cluster 63445,1,1
Cluster 63446,1,1
Cluster 63454,1,1
Cluster 63455,1,1
Cluster 63477,1,1
Cluster 6348,1,1
Cluster 63511,1,1
Cluster 63528,1,1
Cluster 6355,1,1
Cluster 63552,1,1
Cluster 63557,1,1
Cluster 63569,1,1
Cluster 63571,1,1
Cluster 63579,1,1
Cluster 63583,1,1
Cluster 63585,1,1
Cluster 63601,1,1
Cluster 63608,1,1
Cluster 63641,1,1
Cluster 63657,1,1
Cluster 63662,1,1
Cluster 63675,1,1
Cluster 63676,1,1
Cluster 63681,1,1
Cluster 63686,1,1
Cluster 6369,1,1
Cluster 637,1,1
Cluster 63711,1,1
Cluster 63719,1,1
Cluster 63730,1,1
Cluster 63746,1,1
Cluster 63750,1,1
Cluster 63754,1,1
Cluster 63768,1,1
Cluster 63772,1,1
Cluster 63777,1,1
Cluster 6378,1,1
Cluster 63785,1,1
Cluster 63790,1,1
Cluster 63796,1,1
Cluster 63816,1,1
Cluster 63818,1,1
Cluster 63821,1,1
Cluster 63822,1,1
Cluster 63823,1,1
Cluster 63824,1,1
Cluster 63843,1,1
Cluster 63847,1,1
Cluster 6385,1,1
Cluster 63857,1,1
Cluster 63859,1,1
Cluster 63864,1,1
Cluster 63881,1,1
Cluster 63883,1,1
Cluster 6389,1,1
Cluster 63910,1,1
Cluster 63920,1,1
Cluster 63921,1,1
Cluster 63940,1,1
Cluster 63947,1,1
Cluster 63956,1,1
Cluster 63969,1,1
Cluster 63973,1,1
Cluster 63979,1,1
Cluster 63980,1,1
Cluster 63983,1,1
Cluster 63990,1,1
Cluster 63995,1,1
Cluster 63999,1,1
Cluster 64007,1,1
Cluster 64008,1,1
Cluster 64012,1,1
Cluster 64014,1,1
Cluster 64031,1,1
Cluster 6404,1,1
Cluster 64042,1,1
Cluster 64047,1,1
Cluster 64048,1,1
Cluster 64059,1,1
Cluster 64067,1,1
Cluster 64079,1,1
Cluster 64081,1,1
Cluster 64084,1,1
Cluster 64093,1,1
Cluster 64096,1,1
Cluster 64114,1,1
Cluster 64145,1,1
Cluster 64159,1,1
Cluster 64160,1,1
Cluster 64167,1,1
Cluster 64183,1,1
Cluster 64185,1,1
Cluster 64197,1,1
Cluster 64201,1,1
Cluster 64211,1,1
Cluster 64213,1,1
Cluster 6422,1,1
Cluster 64223,1,1
Cluster 64226,1,1
Cluster 64228,1,1
Cluster 64233,1,1
Cluster 64237,1,1
Cluster 64240,1,1
Cluster 64247,1,1
Cluster 64253,1,1
Cluster 64260,1,1
Cluster 64263,1,1
Cluster 64270,1,1
Cluster 64271,1,1
Cluster 64279,1,1
Cluster 64285,1,1
Cluster 64311,1,1
Cluster 64317,1,1
Cluster 6432,1,1
Cluster 6434,1,1
Cluster 64340,1,1
Cluster 64343,1,1
Cluster 64344,1,1
Cluster 64345,1,1
Cluster 64346,1,1
Cluster 64353,1,1
Cluster 64376,1,1
Cluster 64378,1,1
Cluster 64384,1,1
Cluster 64399,1,1
Cluster 64413,1,1
Cluster 64418,1,1
Cluster 64443,1,1
Cluster 64458,1,1
Cluster 64459,1,1
Cluster 64466,1,1
Cluster 64480,1,1
Cluster 64483,1,1
Cluster 64500,1,1
Cluster 6451,1,1
Cluster 64516,1,1
Cluster 64522,1,1
Cluster 64524,1,1
Cluster 64527,1,1
Cluster 64538,1,1
Cluster 64544,1,1
Cluster 6455,1,1
Cluster 64560,1,1
Cluster 64567,1,1
Cluster 64569,1,1
Cluster 6457,1,1
Cluster 64579,1,1
Cluster 64583,1,1
Cluster 64584,1,1
Cluster 64587,1,1
Cluster 64588,1,1
Cluster 64597,1,1
Cluster 64599,1,1
Cluster 64600,1,1
Cluster 64605,1,1
Cluster 64620,1,1
Cluster 64629,1,1
Cluster 64645,1,1
Cluster 64659,1,1
Cluster 64670,1,1
Cluster 64672,1,1
Cluster 64700,1,1
Cluster 64721,1,1
Cluster 64724,1,1
Cluster 64725,1,1
Cluster 64741,1,1
Cluster 64744,1,1
Cluster 64752,1,1
Cluster 64754,1,1
Cluster 64761,1,1
Cluster 64762,1,1
Cluster 64763,1,1
Cluster 64775,1,1
Cluster 64776,1,1
Cluster 64792,1,1
Cluster 64806,1,1
Cluster 64818,1,1
Cluster 64824,1,1
Cluster 6483,1,1
Cluster 64833,1,1
Cluster 64836,1,1
Cluster 6484,1,1
Cluster 64850,1,1
Cluster 64853,1,1
Cluster 64863,1,1
Cluster 64864,1,1
Cluster 64868,1,1
Cluster 6487,1,1
Cluster 6488,1,1
Cluster 64882,1,1
Cluster 64886,1,1
Cluster 64893,1,1
Cluster 64894,1,1
Cluster 64898,1,1
Cluster 64912,1,1
Cluster 64914,1,1
Cluster 64916,1,1
Cluster 64930,1,1
Cluster 64932,1,1
Cluster 64937,1,1
Cluster 64942,1,1
Cluster 64955,1,1
Cluster 64958,1,1
Cluster 64960,1,1
Cluster 6497,1,1
Cluster 64972,1,1
Cluster 64976,1,1
Cluster 64995,1,1
Cluster 65000,1,1
Cluster 65005,1,1
Cluster 65006,1,1
Cluster 65018,1,1
Cluster 65027,1,1
Cluster 65036,1,1
Cluster 6504,1,1
Cluster 65047,1,1
Cluster 65050,1,1
Cluster 65052,1,1
Cluster 65064,1,1
Cluster 65066,1,1
Cluster 65081,1,1
Cluster 65093,1,1
Cluster 651,1,1
Cluster 65102,1,1
Cluster 65104,1,1
Cluster 65108,1,1
Cluster 65111,1,1
Cluster 65113,1,1
Cluster 65115,1,1
Cluster 65123,1,1
Cluster 65133,1,1
Cluster 65150,1,1
Cluster 65159,1,1
Cluster 65162,1,1
Cluster 65164,1,1
Cluster 65172,1,1
Cluster 65186,1,1
Cluster 65187,1,1
Cluster 65189,1,1
Cluster 65193,1,1
Cluster 65196,1,1
Cluster 65201,1,1
Cluster 65213,1,1
Cluster 65214,1,1
Cluster 65225,1,1
Cluster 65228,1,1
Cluster 65229,1,1
Cluster 6523,1,1
Cluster 65233,1,1
Cluster 65235,1,1
Cluster 65248,1,1
Cluster 65250,1,1
Cluster 65252,1,1
Cluster 65258,1,1
Cluster 65263,1,1
Cluster 65267,1,1
Cluster 65274,1,1
Cluster 65279,1,1
Cluster 65290,1,1
Cluster 65309,1,1
Cluster 65313,1,1
Cluster 65320,1,1
Cluster 65326,1,1
Cluster 65335,1,1
Cluster 65336,1,1
Cluster 65341,1,1
Cluster 65351,1,1
Cluster 65363,1,1
Cluster 6537,1,1
Cluster 65377,1,1
Cluster 65388,1,1
Cluster 65399,1,1
Cluster 65401,1,1
Cluster 65412,1,1
Cluster 65434,1,1
Cluster 65439,1,1
Cluster 6544,1,1
Cluster 65447,1,1
Cluster 65448,1,1
Cluster 65474,1,1
Cluster 65476,1,1
Cluster 65485,1,1
Cluster 65510,1,1
Cluster 65518,1,1
Cluster 65526,1,1
Cluster 65531,1,1
Cluster 65543,1,1
Cluster 65547,1,1
Cluster 65549,1,1
Cluster 65552,1,1
Cluster 65554,1,1
Cluster 65563,1,1
Cluster 65564,1,1
Cluster 65572,1,1
Cluster 65581,1,1
Cluster 65583,1,1
Cluster 65592,1,1
Cluster 65607,1,1
Cluster 65619,1,1
Cluster 65624,1,1
Cluster 65630,1,1
Cluster 65631,1,1
Cluster 65633,1,1
Cluster 65635,1,1
Cluster 65638,1,1
Cluster 65654,1,1
Cluster 65658,1,1
Cluster 65660,1,1
Cluster 65679,1,1
Cluster 65682,1,1
Cluster 65684,1,1
Cluster 65697,1,1
Cluster 65701,1,1
Cluster 65710,1,1
Cluster 65711,1,1
Cluster 65712,1,1
Cluster 6572,1,1
Cluster 65722,1,1
Cluster 65727,1,1
Cluster 65741,1,1
Cluster 65743,1,1
Cluster 65744,1,1
Cluster 65751,1,1
Cluster 65765,1,1
Cluster 65769,1,1
Cluster 65770,1,1
Cluster 65775,1,1
Cluster 65783,1,1
Cluster 65787,1,1
Cluster 65797,1,1
Cluster 65799,1,1
Cluster 6580,1,1
Cluster 65806,1,1
Cluster 65809,1,1
Cluster 65838,1,1
Cluster 65855,1,1
Cluster 65860,1,1
Cluster 65871,1,1
Cluster 65881,1,1
Cluster 65885,1,1
Cluster 65894,1,1
Cluster 65899,1,1
Cluster 65907,1,1
Cluster 65909,1,1
Cluster 65914,1,1
Cluster 65919,1,1
Cluster 65924,1,1
Cluster 65926,1,1
Cluster 65928,1,1
Cluster 65935,1,1
Cluster 65943,1,1
Cluster 65944,1,1
Cluster 65952,1,1
Cluster 65953,1,1
Cluster 65966,1,1
Cluster 65976,1,1
Cluster 65978,1,1
Cluster 65979,1,1
Cluster 6598,1,1
Cluster 6599,1,1
Cluster 65999,1,1
Cluster 66,1,1
Cluster 66009,1,1
Cluster 66034,1,1
Cluster 66040,1,1
Cluster 66049,1,1
Cluster 66058,1,1
Cluster 66067,1,1
Cluster 66070,1,1
Cluster 66072,1,1
Cluster 66081,1,1
Cluster 66091,1,1
Cluster 661,1,1
Cluster 66100,1,1
Cluster 66105,1,1
Cluster 66106,1,1
Cluster 66107,1,1
Cluster 66117,1,1
Cluster 66119,1,1
Cluster 66121,1,1
Cluster 66124,1,1
Cluster 66130,1,1
Cluster 66138,1,1
Cluster 66148,1,1
Cluster 66155,1,1
Cluster 66160,1,1
Cluster 6617,1,1
Cluster 66171,1,1
Cluster 66179,1,1
Cluster 66186,1,1
Cluster 66188,1,1
Cluster 6620,1,1
Cluster 66203,1,1
Cluster 66204,1,1
Cluster 66206,1,1
Cluster 66207,1,1
Cluster 66208,1,1
Cluster 66210,1,1
Cluster 66211,1,1
Cluster 66212,1,1
Cluster 66217,1,1
Cluster 66219,1,1
Cluster 66227,1,1
Cluster 66231,1,1
Cluster 66246,1,1
Cluster 66272,1,1
Cluster 66290,1,1
Cluster 66291,1,1
Cluster 66299,1,1
Cluster 6630,1,1
Cluster 66310,1,1
Cluster 66312,1,1
Cluster 66313,1,1
Cluster 66323,1,1
Cluster 66327,1,1
Cluster 66339,1,1
Cluster 66369,1,1
Cluster 66374,1,1
Cluster 66377,1,1
Cluster 66394,1,1
Cluster 66397,1,1
Cluster 66411,1,1
Cluster 66426,1,1
Cluster 66428,1,1
Cluster 66439,1,1
Cluster 66442,1,1
Cluster 66445,1,1
Cluster 66446,1,1
Cluster 66447,1,1
Cluster 66453,1,1
Cluster 66455,1,1
Cluster 66458,1,1
Cluster 66463,1,1
Cluster 66472,1,1
Cluster 66479,1,1
Cluster 66486,1,1
Cluster 66496,1,1
Cluster 66497,1,1
Cluster 66502,1,1
Cluster 66506,1,1
Cluster 6651,1,1
Cluster 66521,1,1
Cluster 66523,1,1
Cluster 66528,1,1
Cluster 66529,1,1
Cluster 66534,1,1
Cluster 66537,1,1
Cluster 66538,1,1
Cluster 66551,1,1
Cluster 66554,1,1
Cluster 66555,1,1
Cluster 66557,1,1
Cluster 66566,1,1
Cluster 66586,1,1
Cluster 66590,1,1
Cluster 66603,1,1
Cluster 66616,1,1
Cluster 66621,1,1
Cluster 66630,1,1
Cluster 66631,1,1
Cluster 66633,1,1
Cluster 66636,1,1
Cluster 66640,1,1
Cluster 66642,1,1
Cluster 66648,1,1
Cluster 66650,1,1
Cluster 66656,1,1
Cluster 66674,1,1
Cluster 66679,1,1
Cluster 66686,1,1
Cluster 66690,1,1
Cluster 66691,1,1
Cluster 66704,1,1
Cluster 66710,1,1
Cluster 66711,1,1
Cluster 66713,1,1
Cluster 66715,1,1
Cluster 66719,1,1
Cluster 66720,1,1
Cluster 66721,1,1
Cluster 66725,1,1
Cluster 66731,1,1
Cluster 66738,1,1
Cluster 66745,1,1
Cluster 66749,1,1
Cluster 66751,1,1
Cluster 66752,1,1
Cluster 66759,1,1
Cluster 66762,1,1
Cluster 66765,1,1
Cluster 66768,1,1
Cluster 66769,1,1
Cluster 66770,1,1
Cluster 66783,1,1
Cluster 6679,1,1
Cluster 66792,1,1
Cluster 6680,1,1
Cluster 66806,1,1
Cluster 66810,1,1
Cluster 66818,1,1
Cluster 66820,1,1
Cluster 66824,1,1
Cluster 6683,1,1
Cluster 66830,1,1
Cluster 66839,1,1
Cluster 6684,1,1
Cluster 66840,1,1
Cluster 66844,1,1
Cluster 66864,1,1
Cluster 66874,1,1
Cluster 66879,1,1
Cluster 66886,1,1
Cluster 66893,1,1
Cluster 66901,1,1
Cluster 66902,1,1
Cluster 66915,1,1
Cluster 66919,1,1
Cluster 66920,1,1
Cluster 66938,1,1
Cluster 6694,1,1
Cluster 6696,1,1
Cluster 66963,1,1
Cluster 66968,1,1
Cluster 66970,1,1
Cluster 66992,1,1
Cluster 66994,1,1
Cluster 67003,1,1
Cluster 67006,1,1
Cluster 6701,1,1
Cluster 67011,1,1
Cluster 67017,1,1
Cluster 67019,1,1
Cluster 67021,1,1
Cluster 67022,1,1
Cluster 67027,1,1
Cluster 67030,1,1
Cluster 6704,1,1
Cluster 67047,1,1
Cluster 67052,1,1
Cluster 67059,1,1
Cluster 6706,1,1
Cluster 67075,1,1
Cluster 67080,1,1
Cluster 67086,1,1
Cluster 67089,1,1
Cluster 67090,1,1
Cluster 67092,1,1
Cluster 67095,1,1
Cluster 67096,1,1
Cluster 67109,1,1
Cluster 67110,1,1
Cluster 67120,1,1
Cluster 67125,1,1
Cluster 67126,1,1
Cluster 6713,1,1
Cluster 67130,1,1
Cluster 67132,1,1
Cluster 67138,1,1
Cluster 67143,1,1
Cluster 67158,1,1
Cluster 67163,1,1
Cluster 6717,1,1
Cluster 67179,1,1
Cluster 67187,1,1
Cluster 67192,1,1
Cluster 67198,1,1
Cluster 67207,1,1
Cluster 67209,1,1
Cluster 67214,1,1
Cluster 67218,1,1
Cluster 67219,1,1
Cluster 67221,1,1
Cluster 67222,1,1
Cluster 67223,1,1
Cluster 67227,1,1
Cluster 67230,1,1
Cluster 67236,1,1
Cluster 67237,1,1
Cluster 67252,1,1
Cluster 67254,1,1
Cluster 67260,1,1
Cluster 67272,1,1
Cluster 67279,1,1
Cluster 67281,1,1
Cluster 67283,1,1
Cluster 67292,1,1
Cluster 67299,1,1
Cluster 67308,1,1
Cluster 67316,1,1
Cluster 67328,1,1
Cluster 6733,1,1
Cluster 67335,1,1
Cluster 67346,1,1
Cluster 6736,1,1
Cluster 67391,1,1
Cluster 67398,1,1
Cluster 67401,1,1
Cluster 67405,1,1
Cluster 67406,1,1
Cluster 6741,1,1
Cluster 67415,1,1
Cluster 67420,1,1
Cluster 67424,1,1
Cluster 67428,1,1
Cluster 67434,1,1
Cluster 6744,1,1
Cluster 67442,1,1
Cluster 67445,1,1
Cluster 67446,1,1
Cluster 67447,1,1
Cluster 67452,1,1
Cluster 67456,1,1
Cluster 67457,1,1
Cluster 67463,1,1
Cluster 6747,1,1
Cluster 67476,1,1
Cluster 6748,1,1
Cluster 67482,1,1
Cluster 67483,1,1
Cluster 67485,1,1
Cluster 67493,1,1
Cluster 67514,1,1
Cluster 67531,1,1
Cluster 67543,1,1
Cluster 67562,1,1
Cluster 67563,1,1
Cluster 67568,1,1
Cluster 67574,1,1
Cluster 67578,1,1
Cluster 67581,1,1
Cluster 6760,1,1
Cluster 67602,1,1
Cluster 67604,1,1
Cluster 67605,1,1
Cluster 67606,1,1
Cluster 67625,1,1
Cluster 67630,1,1
Cluster 67631,1,1
Cluster 67644,1,1
Cluster 67647,1,1
Cluster 67650,1,1
Cluster 67667,1,1
Cluster 6767,1,1
Cluster 67670,1,1
Cluster 67672,1,1
Cluster 67682,1,1
Cluster 67698,1,1
Cluster 67702,1,1
Cluster 67711,1,1
Cluster 67720,1,1
Cluster 6774,1,1
Cluster 67748,1,1
Cluster 67757,1,1
Cluster 67759,1,1
Cluster 67761,1,1
Cluster 67766,1,1
Cluster 67772,1,1
Cluster 67777,1,1
Cluster 67780,1,1
Cluster 67782,1,1
Cluster 67788,1,1
Cluster 67793,1,1
Cluster 6780,1,1
Cluster 67806,1,1
Cluster 6781,1,1
Cluster 67819,1,1
Cluster 67822,1,1
Cluster 67825,1,1
Cluster 67845,1,1
Cluster 67848,1,1
Cluster 67851,1,1
Cluster 67878,1,1
Cluster 67880,1,1
Cluster 67884,1,1
Cluster 67893,1,1
Cluster 67902,1,1
Cluster 67905,1,1
Cluster 67915,1,1
Cluster 67921,1,1
Cluster 67930,1,1
Cluster 67933,1,1
Cluster 67948,1,1
Cluster 67949,1,1
Cluster 67954,1,1
Cluster 67956,1,1
Cluster 67966,1,1
Cluster 67970,1,1
Cluster 67980,1,1
Cluster 67990,1,1
Cluster 67996,1,1
Cluster 6800,1,1
Cluster 68003,1,1
Cluster 68007,1,1
Cluster 68009,1,1
Cluster 68013,1,1
Cluster 68025,1,1
Cluster 68032,1,1
Cluster 68034,1,1
Cluster 68049,1,1
Cluster 68055,1,1
Cluster 68061,1,1
Cluster 68067,1,1
Cluster 6807,1,1
Cluster 68071,1,1
Cluster 68078,1,1
Cluster 6808,1,1
Cluster 68083,1,1
Cluster 68084,1,1
Cluster 68089,1,1
Cluster 68102,1,1
Cluster 68106,1,1
Cluster 68107,1,1
Cluster 68112,1,1
Cluster 68118,1,1
Cluster 68132,1,1
Cluster 68142,1,1
Cluster 68145,1,1
Cluster 68153,1,1
Cluster 6817,1,1
Cluster 68170,1,1
Cluster 68171,1,1
Cluster 68174,1,1
Cluster 68178,1,1
Cluster 68191,1,1
Cluster 68197,1,1
Cluster 682,1,1
Cluster 68202,1,1
Cluster 68208,1,1
Cluster 68211,1,1
Cluster 6822,1,1
Cluster 68221,1,1
Cluster 68237,1,1
Cluster 68246,1,1
Cluster 68250,1,1
Cluster 68257,1,1
Cluster 68265,1,1
Cluster 68271,1,1
Cluster 68286,1,1
Cluster 68292,1,1
Cluster 68293,1,1
Cluster 68294,1,1
Cluster 68295,1,1
Cluster 68300,1,1
Cluster 6831,1,1
Cluster 68318,1,1
Cluster 68322,1,1
Cluster 68324,1,1
Cluster 68326,1,1
Cluster 68329,1,1
Cluster 68340,1,1
Cluster 68341,1,1
Cluster 68349,1,1
Cluster 68350,1,1
Cluster 68354,1,1
Cluster 68361,1,1
Cluster 68365,1,1
Cluster 68379,1,1
Cluster 68393,1,1
Cluster 68396,1,1
Cluster 68397,1,1
Cluster 68399,1,1
Cluster 6840,1,1
Cluster 68401,1,1
Cluster 68406,1,1
Cluster 68409,1,1
Cluster 6841,1,1
Cluster 68410,1,1
Cluster 68414,1,1
Cluster 68429,1,1
Cluster 68430,1,1
Cluster 68431,1,1
Cluster 68435,1,1
Cluster 68448,1,1
Cluster 68452,1,1
Cluster 68454,1,1
Cluster 68457,1,1
Cluster 6846,1,1
Cluster 68468,1,1
Cluster 68480,1,1
Cluster 68491,1,1
Cluster 68498,1,1
Cluster 68500,1,1
Cluster 68508,1,1
Cluster 68517,1,1
Cluster 68521,1,1
Cluster 68547,1,1
Cluster 6855,1,1
Cluster 68560,1,1
Cluster 6857,1,1
Cluster 68586,1,1
Cluster 68587,1,1
Cluster 68590,1,1
Cluster 68591,1,1
Cluster 68592,1,1
Cluster 68594,1,1
Cluster 68611,1,1
Cluster 68615,1,1
Cluster 68616,1,1
Cluster 68621,1,1
Cluster 68623,1,1
Cluster 68641,1,1
Cluster 68659,1,1
Cluster 6868,1,1
Cluster 68683,1,1
Cluster 68686,1,1
Cluster 68692,1,1
Cluster 68693,1,1
Cluster 68698,1,1
Cluster 68700,1,1
Cluster 68703,1,1
Cluster 6871,1,1
Cluster 68714,1,1
Cluster 68716,1,1
Cluster 68726,1,1
Cluster 68730,1,1
Cluster 68743,1,1
Cluster 68752,1,1
Cluster 68762,1,1
Cluster 68765,1,1
Cluster 68770,1,1
Cluster 68779,1,1
Cluster 68788,1,1
Cluster 68808,1,1
Cluster 68814,1,1
Cluster 68823,1,1
Cluster 68824,1,1
Cluster 6883,1,1
Cluster 68845,1,1
Cluster 68854,1,1
Cluster 68857,1,1
Cluster 68867,1,1
Cluster 68870,1,1
Cluster 68872,1,1
Cluster 68878,1,1
Cluster 68883,1,1
Cluster 68885,1,1
Cluster 68889,1,1
Cluster 68890,1,1
Cluster 68898,1,1
Cluster 68907,1,1
Cluster 68911,1,1
Cluster 68922,1,1
Cluster 68923,1,1
Cluster 68926,1,1
Cluster 68937,1,1
Cluster 6894,1,1
Cluster 68947,1,1
Cluster 68955,1,1
Cluster 68962,1,1
Cluster 68965,1,1
Cluster 68968,1,1
Cluster 68978,1,1
Cluster 68986,1,1
Cluster 6899,1,1
Cluster 68993,1,1
Cluster 69003,1,1
Cluster 69008,1,1
Cluster 69010,1,1
Cluster 69011,1,1
Cluster 69015,1,1
Cluster 69018,1,1
Cluster 69026,1,1
Cluster 69041,1,1
Cluster 69060,1,1
Cluster 69064,1,1
Cluster 6907,1,1
Cluster 69076,1,1
Cluster 6908,1,1
Cluster 69080,1,1
Cluster 69081,1,1
Cluster 69082,1,1
Cluster 69084,1,1
Cluster 6909,1,1
Cluster 691,1,1
Cluster 69105,1,1
Cluster 69106,1,1
Cluster 69117,1,1
Cluster 69127,1,1
Cluster 69135,1,1
Cluster 69139,1,1
Cluster 69140,1,1
Cluster 69146,1,1
Cluster 69148,1,1
Cluster 69168,1,1
Cluster 6917,1,1
Cluster 69187,1,1
Cluster 69197,1,1
Cluster 69199,1,1
Cluster 692,1,1
Cluster 69204,1,1
Cluster 69212,1,1
Cluster 69217,1,1
Cluster 69227,1,1
Cluster 6923,1,1
Cluster 69241,1,1
Cluster 69250,1,1
Cluster 69254,1,1
Cluster 69259,1,1
Cluster 69260,1,1
Cluster 69261,1,1
Cluster 69266,1,1
Cluster 69268,1,1
Cluster 69271,1,1
Cluster 69274,1,1
Cluster 69288,1,1
Cluster 6930,1,1
Cluster 69309,1,1
Cluster 69317,1,1
Cluster 69324,1,1
Cluster 69333,1,1
Cluster 69335,1,1
Cluster 69352,1,1
Cluster 69355,1,1
Cluster 69357,1,1
Cluster 69359,1,1
Cluster 69360,1,1
Cluster 69364,1,1
Cluster 69366,1,1
Cluster 69367,1,1
Cluster 69370,1,1
Cluster 69381,1,1
Cluster 69396,1,1
Cluster 694,1,1
Cluster 69412,1,1
Cluster 69421,1,1
Cluster 69427,1,1
Cluster 69431,1,1
Cluster 69433,1,1
Cluster 6945,1,1
Cluster 69450,1,1
Cluster 69452,1,1
Cluster 6946,1,1
Cluster 69462,1,1
Cluster 6947,1,1
Cluster 69470,1,1
Cluster 69471,1,1
Cluster 69480,1,1
Cluster 69492,1,1
Cluster 69496,1,1
Cluster 69498,1,1
Cluster 69508,1,1
Cluster 69515,1,1
Cluster 69523,1,1
Cluster 69534,1,1
Cluster 69537,1,1
Cluster 69550,1,1
Cluster 69551,1,1
Cluster 69553,1,1
Cluster 69555,1,1
Cluster 69557,1,1
Cluster 69577,1,1
Cluster 69580,1,1
Cluster 69582,1,1
Cluster 69590,1,1
Cluster 69597,1,1
Cluster 69602,1,1
Cluster 69613,1,1
Cluster 69621,1,1
Cluster 69632,1,1
Cluster 69633,1,1
Cluster 6966,1,1
Cluster 69662,1,1
Cluster 69663,1,1
Cluster 69684,1,1
Cluster 69699,1,1
Cluster 697,1,1
Cluster 69701,1,1
Cluster 69707,1,1
Cluster 69710,1,1
Cluster 69711,1,1
Cluster 69712,1,1
Cluster 69728,1,1
Cluster 69731,1,1
Cluster 69733,1,1
Cluster 69734,1,1
Cluster 69737,1,1
Cluster 69742,1,1
Cluster 69755,1,1
Cluster 6976,1,1
Cluster 69760,1,1
Cluster 69768,1,1
Cluster 69774,1,1
Cluster 69776,1,1
Cluster 69798,1,1
Cluster 6981,1,1
Cluster 69811,1,1
Cluster 69815,1,1
Cluster 69819,1,1
Cluster 69820,1,1
Cluster 6983,1,1
Cluster 69834,1,1
Cluster 6984,1,1
Cluster 69840,1,1
Cluster 69843,1,1
Cluster 69851,1,1
Cluster 69857,1,1
Cluster 69859,1,1
Cluster 69866,1,1
Cluster 69868,1,1
Cluster 69872,1,1
Cluster 69877,1,1
Cluster 69881,1,1
Cluster 69896,1,1
Cluster 69905,1,1
Cluster 69907,1,1
Cluster 69908,1,1
Cluster 69909,1,1
Cluster 69913,1,1
Cluster 69918,1,1
Cluster 69922,1,1
Cluster 69923,1,1
Cluster 69924,1,1
Cluster 69929,1,1
Cluster 69930,1,1
Cluster 69933,1,1
Cluster 69952,1,1
Cluster 69953,1,1
Cluster 69960,1,1
Cluster 69968,1,1
Cluster 69975,1,1
Cluster 69998,1,1
Cluster 70005,1,1
Cluster 70007,1,1
Cluster 70008,1,1
Cluster 70015,1,1
Cluster 70025,1,1
Cluster 70041,1,1
Cluster 70045,1,1
Cluster 70064,1,1
Cluster 70069,1,1
Cluster 7007,1,1
Cluster 70077,1,1
Cluster 70089,1,1
Cluster 70096,1,1
Cluster 7010,1,1
Cluster 70120,1,1
Cluster 70126,1,1
Cluster 70146,1,1
Cluster 70148,1,1
Cluster 70159,1,1
Cluster 70160,1,1
Cluster 70161,1,1
Cluster 70173,1,1
Cluster 70185,1,1
Cluster 70187,1,1
Cluster 7019,1,1
Cluster 70203,1,1
Cluster 70209,1,1
Cluster 70216,1,1
Cluster 70224,1,1
Cluster 70227,1,1
Cluster 70228,1,1
Cluster 70230,1,1
Cluster 70232,1,1
Cluster 7024,1,1
Cluster 70248,1,1
Cluster 7025,1,1
Cluster 70255,1,1
Cluster 70263,1,1
Cluster 70266,1,1
Cluster 70268,1,1
Cluster 7027,1,1
Cluster 70271,1,1
Cluster 70277,1,1
Cluster 70283,1,1
Cluster 70284,1,1
Cluster 70299,1,1
Cluster 70312,1,1
Cluster 70313,1,1
Cluster 70316,1,1
Cluster 70317,1,1
Cluster 70339,1,1
Cluster 70340,1,1
Cluster 70348,1,1
Cluster 70349,1,1
Cluster 70356,1,1
Cluster 70357,1,1
Cluster 7036,1,1
Cluster 70362,1,1
Cluster 70370,1,1
Cluster 70371,1,1
Cluster 70372,1,1
Cluster 70374,1,1
Cluster 70381,1,1
Cluster 70384,1,1
Cluster 70394,1,1
Cluster 70395,1,1
Cluster 70396,1,1
Cluster 704,1,1
Cluster 70400,1,1
Cluster 70401,1,1
Cluster 7041,1,1
Cluster 70410,1,1
Cluster 70411,1,1
Cluster 70414,1,1
Cluster 70419,1,1
