threshold,precision,recall,specificity,accuracy,f1,mcc,balanced_accuracy
0.0,0.12093788564376799,1.0,0.0,0.12093788564376799,0.21577981651376146,0.0,0.5
0.001,0.12296110414052698,1.0,0.018717828731867104,0.13739201974496093,0.21899441340782122,0.04797462754398057,0.5093589143659335
0.002,0.12677878395860284,1.0,0.05240992044922789,0.16700946112710818,0.22502870264064295,0.0815135938474082,0.5262049602246139
0.003,0.13074520303435966,0.9965986394557823,0.08844174075807207,0.19827231591937475,0.23116370808678502,0.10330073004914128,0.5425201901069272
0.004,0.13458888378502526,0.9965986394557823,0.11839026672905943,0.22459893048128343,0.23715095103197087,0.12257045444153601,0.5574944530924208
0.005,0.13886255924170615,0.9965986394557823,0.14974262985493683,0.25215960510078156,0.2437603993344426,0.14094478129558372,0.5731706346553596
0.006,0.14292682926829267,0.9965986394557823,0.17781937295273748,0.27684080625257096,0.25,0.15643280801038015,0.5872090062042599
0.007,0.14731020613373555,0.9965986394557823,0.20636406176883482,0.30193336075689015,0.2566798072711345,0.17157880324541325,0.6014813506123086
0.008,0.15095311695002575,0.9965986394557823,0.22882545624707534,0.32167832167832167,0.2621923937360179,0.18321686796548914,0.6127120478514289
0.009000000000000001,0.15474297827239003,0.9931972789115646,0.25362657931679927,0.3430686960098725,0.2677670793214122,0.19309794995205892,0.623411929114182
0.01,0.15792320173066524,0.9931972789115646,0.271408516612073,0.35870012340600577,0.27251516565562295,0.20218332314802406,0.6323028977618188
0.011,0.16105901820187535,0.9931972789115646,0.2882545624707534,0.3735088440970794,0.27717133364973895,0.21075936482403765,0.640725920691159
0.012,0.16497175141242937,0.9931972789115646,0.30837622835751055,0.3911970382558618,0.28294573643410853,0.22099464496021926,0.6507867536345375
0.013000000000000001,0.16753321779318314,0.9863945578231292,0.3256902199344876,0.40559440559440557,0.28641975308641976,0.22472477712708405,0.6560423888788084
0.014,0.17149615612063868,0.9863945578231292,0.3444080486663547,0.4220485396955985,0.29219143576826195,0.23439977229168607,0.665401303244742
0.015,0.17522658610271905,0.9863945578231292,0.3612540945250351,0.43685726038667216,0.297588506926629,0.24315691055686747,0.6738243261740822
0.016,0.17945544554455445,0.9863945578231292,0.37950397753860554,0.4529000411353353,0.3036649214659686,0.2527185463217723,0.6829492676808674
0.017,0.18389346861128725,0.9863945578231292,0.39775386055217593,0.46894282188399833,0.3099946552645644,0.2623796773775847,0.6920742091876526
0.018000000000000002,0.1870967741935484,0.9863945578231292,0.41038839494618623,0.48004936240230356,0.31453362255965295,0.26913806645344046,0.6983914763846577
0.019,0.19167217448777263,0.9863945578231292,0.42770238652316334,0.49526943644590704,0.3209739900387382,0.2785076619906827,0.7070484721731463
0.02,0.19326599326599325,0.9761904761904762,0.43940102948058024,0.5043192102015631,0.3226531759415402,0.27792895444745547,0.7077957528355282
0.021,0.19669876203576342,0.9727891156462585,0.4534394010294806,0.516248457424928,0.32723112128146453,0.28345814705322675,0.7131142583378696
0.022,0.20098383696416022,0.9727891156462585,0.4679457182966776,0.5290004113533525,0.33313919627256844,0.2916893595970372,0.720367416971468
0.023,0.20487106017191978,0.9727891156462585,0.4805802526906879,0.5401069518716578,0.3384615384615385,0.2989614671564541,0.7266846841684732
0.024,0.2106038291605302,0.9727891156462585,0.4983621899859616,0.555738379267791,0.34624697336561744,0.30937597095658753,0.73557565281611
0.025,0.2145536384096024,0.9727891156462585,0.5100608329433786,0.5660222130810366,0.3515673017824216,0.316352937181695,0.7414249742948185
0.026000000000000002,0.2176560121765601,0.9727891156462585,0.5189518015910154,0.5738379267791033,0.35572139303482586,0.3217273665231333,0.7458704586186369
0.027,0.22230889235569423,0.9693877551020408,0.5334581188582125,0.586178527354998,0.3616751269035533,0.32840275385360446,0.7514229369801266
0.028,0.22565320665083136,0.9693877551020408,0.5423490875058493,0.5939942410530645,0.36608863198458574,0.3339638929139911,0.755868421303945
