dim,best_mcc,best_mcc_threshold,OOF_auprc,OOF_auroc
256,0.6635994069308029,0.468,0.7417949691858612,0.8959751893270176
320,0.6599205370494964,0.509,0.7384616841169285,0.8952247253604295
384,0.6548175791201502,0.492,0.7386542849856375,0.8983555050471288
426,0.6610654687897789,0.453,0.7388204654089994,0.898804350940189
512,0.6632024419193582,0.458,0.7400997824769623,0.8999567070627971
