dim,OOF_precision@0.5,OOF_recall@0.5,OOF_accuracy@0.5,OOF_f1@0.5,OOF_mcc@0.5,OOF_auroc,OOF_auprc,n_samples
256,0.8624338624338624,0.5544217687074829,0.9354175236528177,0.6749482401656315,0.6602842370389039,0.8959751893270176,0.7417949691858612,2431
320,0.8578947368421053,0.5544217687074829,0.935006170300288,0.6735537190082644,0.6581228434673557,0.8952247253604295,0.7384616841169285,2431
384,0.8648648648648649,0.54421768707483,0.9345948169477581,0.6680584551148225,0.6548175791201502,0.8983555050471288,0.7386542849856375,2431
426,0.8641304347826086,0.5408163265306123,0.9341834635952283,0.6652719665271967,0.6522555074613184,0.898804350940189,0.7388204654089994,2431
512,0.8666666666666667,0.5306122448979592,0.9333607568901686,0.6582278481012658,0.6467529858566954,0.8999567070627971,0.7400997824769623,2431
