dim,fold,best_C,best_gamma,best_class_weight,precision@0.5,recall@0.5,accuracy@0.5,f1@0.5,mcc@0.5,auroc,auprc
512,1,30,0.001,balanced,0.8604651162790697,0.6065573770491803,0.9389002036659878,0.7115384615384616,0.691497170698871,0.9370949294700724,0.8172827213841062
512,2,100,0.001,,0.7608695652173914,0.6140350877192983,0.9315352697095436,0.6796116504854369,0.6463977753834523,0.9445201238390093,0.8081752964655727
512,3,3,0.001,balanced,0.8823529411764706,0.7258064516129032,0.9529652351738241,0.7964601769911505,0.7748508656505366,0.9675908438467932,0.885300165155286
512,4,3,0.001,balanced,0.7391304347826086,0.5666666666666667,0.9219712525667351,0.6415094339622641,0.6052410378733948,0.9504293520686964,0.7731266988660571
512,5,100,0.001,,0.75,0.6666666666666666,0.9377593360995851,0.7058823529411765,0.672670077979182,0.946651090342679,0.8217132214458068
