threshold,precision,recall,specificity,accuracy,f1,mcc,balanced_accuracy
0.0,0.12093788564376799,1.0,0.0,0.12093788564376799,0.21577981651376146,0.0,0.5
0.001,0.12280701754385964,1.0,0.01731399157697707,0.13615795968737146,0.21875,0.046111600138664256,0.5086569957884886
0.002,0.12705984388551606,0.9965986394557823,0.05802526906878802,0.17153434800493625,0.22538461538461538,0.0806443675736381,0.5273119542622852
0.003,0.1319225574065736,0.9965986394557823,0.09780065512400561,0.2064993829699712,0.23300198807157058,0.10956220109126223,0.547199647289894
0.004,0.13672421838544097,0.9965986394557823,0.13430042115114646,0.23858494446729742,0.24045958145260565,0.13207028856545824,0.5654495303034643
0.005,0.1416143064282262,0.9965986394557823,0.16892840430510062,0.2690250925545043,0.24798984341938213,0.15160389332186794,0.5827635218804414
0.006,0.1459163346613546,0.9965986394557823,0.19747309312119793,0.29411764705882354,0.2545612510860122,0.16691146592383568,0.5970358662884901
0.007,0.15033350436121087,0.9965986394557823,0.22508189050070193,0.3183874948580831,0.26125724476148016,0.18129007916889922,0.6108402649782421
0.008,0.15568544102019127,0.9965986394557823,0.2564342536265793,0.3459481694775812,0.2693014705882353,0.1973135569354908,0.6265164465411808
0.009000000000000001,0.15993449781659388,0.9965986394557823,0.2798315395414132,0.3665158371040724,0.2756349952963311,0.20916317972042334,0.6382150894985977
0.01,0.16507042253521126,0.9965986394557823,0.3065044454843238,0.3899629781982723,0.2832286128564524,0.22264614732173094,0.6515515424700531
0.011,0.16975666280417148,0.9965986394557823,0.329433785680861,0.41011929247223367,0.2900990099009901,0.23427274514234064,0.6630162125683217
0.012,0.17453676031081888,0.9931972789115646,0.3537669630322883,0.4310983134512546,0.2968988307066599,0.2442182257709085,0.6734821209719264
0.013000000000000001,0.17890191239975323,0.9863945578231292,0.37716424894712214,0.4508432743726861,0.3028720626631854,0.25148760142156423,0.6817794033851257
0.014,0.1830808080808081,0.9863945578231292,0.3944782405240992,0.4660633484162896,0.308839190628328,0.26063731274728036,0.6904363991736142
0.015,0.18929503916449086,0.9863945578231292,0.41881141787552645,0.4874537227478404,0.3176341730558598,0.273679671055458,0.7026029878493278
0.016,0.19476158495634655,0.9863945578231292,0.43893308376228357,0.5051419169066228,0.32529444756029163,0.28466018939883864,0.7126638207927064
0.017,0.19849418206707733,0.9863945578231292,0.45203556387459054,0.5166598107774578,0.33048433048433046,0.2919209981060376,0.7192150608488599
0.018000000000000002,0.201949860724234,0.9863945578231292,0.4637342068320075,0.5269436445907034,0.3352601156069364,0.2984859769856716,0.7250643823275684
0.019,0.20655270655270655,0.9863945578231292,0.47870846981750115,0.5401069518716578,0.3415783274440518,0.30701268315300906,0.7325515138203151
0.02,0.21094890510948905,0.9829931972789115,0.4941506785212915,0.5532702591526121,0.3473557692307692,0.3136947892472269,0.7385719379001016
0.021,0.21407407407407408,0.9829931972789115,0.5035095928872251,0.5614973262032086,0.3515815085158151,0.3192137061067991,0.7432513950830684
0.022,0.22077922077922077,0.9829931972789115,0.5226953673373889,0.5783628136569313,0.3605739238927012,0.33074463434858814,0.7528442823081503
0.023,0.22560499609679938,0.9829931972789115,0.5357978474496958,0.5898807075277663,0.36698412698412697,0.3388011782492816,0.7593955223643036
0.024,0.2302788844621514,0.9829931972789115,0.5479644361254095,0.6005758946935418,0.37314396384764364,0.3464258341779235,0.7654788167021604
0.025,0.23534201954397393,0.9829931972789115,0.5605989705194198,0.611682435211847,0.3797634691195795,0.35450071863085136,0.7717960838991657
0.026000000000000002,0.23936613844870724,0.9761904761904762,0.5732335049134301,0.6219662690250926,0.3844608171466845,0.3583179727038464,0.7747119905519531
0.027,0.24404761904761904,0.9761904761904762,0.5839962564342537,0.6314273961332785,0.3904761904761905,0.36549649903450865,0.7800933663123649
0.028,0.24869565217391304,0.9727891156462585,0.5956948993916705,0.6412998765939942,0.3961218836565097,0.3712536214103082,0.7842420075189644
0.029,0.25220458553791886,0.9727891156462585,0.6031820308844174,0.6478815302344714,0.4005602240896359,0.3764437913905568,0.7879855732653379
0.03,0.25696316262353996,0.9727891156462585,0.6130088909686476,0.6565199506375977,0.40653873489694387,0.38337035631061156,0.792899003307453
0.031,0.2619047619047619,0.9727891156462585,0.6228357510528779,0.665158371040724,0.4126984126984127,0.39043355882100356,0.7978124333495682
0.032,0.26779026217228463,0.9727891156462585,0.6340664482919981,0.6750308515014397,0.4199706314243759,0.39868299317618466,0.8034277819691282
0.033,0.2706552706552707,0.9693877551020408,0.6406176883481516,0.6803784450843274,0.42316258351893093,0.4013939685805227,0.8050027217250961
0.034,0.2746615087040619,0.9659863945578231,0.6490407112774919,0.6873714520773344,0.42771084337349397,0.4056128549873287,0.8075135529176575
0.035,0.2811881188118812,0.9659863945578231,0.660271408516612,0.6972439325380502,0.43558282208588955,0.4143538233859438,0.8131289015372176
0.036000000000000004,0.28600201409869086,0.9659863945578231,0.6682264857276556,0.7042369395310571,0.44133644133644134,0.42068489334159037,0.8171064401427394
