dim,fold,precision@0.5,recall@0.5,accuracy@0.5,f1@0.5,mcc@0.5,auroc,auprc
384,1,0.9004524886877828,0.8268698060941828,0.9337725381414702,0.8620938628158845,0.8199083387263086,0.9657926127700575,0.9056747691827514
384,2,0.8776978417266187,0.8460471567267683,0.9320388349514563,0.8615819209039548,0.8168071314223505,0.9710924430098178,0.9115891087949503
384,3,0.8827893175074184,0.8252427184466019,0.9289181692094314,0.8530465949820788,0.8070348968206817,0.9689411441831894,0.9243362501266259
384,4,0.8810240963855421,0.811373092926491,0.9254507628294036,0.8447653429602888,0.7969899775716448,0.9714585806044542,0.928534823482029
384,5,0.877906976744186,0.8377253814147018,0.9303051317614425,0.8573456352022711,0.811657346256168,0.9714835882510229,0.916219965061418
