dim,fold,best_C,best_gamma,best_class_weight,precision@0.5,recall@0.5,accuracy@0.5,f1@0.5,mcc@0.5,auroc,auprc
320,1,10,0.001,,0.8611111111111112,0.5081967213114754,0.9287169042769857,0.6391752577319587,0.6283789640891556,0.8859321387723981,0.7103090871774659
320,2,10,0.001,,0.825,0.5789473684210527,0.9356846473029046,0.6804123711340206,0.6584083976015985,0.8824355005159958,0.7343234529344238
320,3,3,0.001,,0.8780487804878049,0.5806451612903226,0.9366053169734151,0.6990291262135923,0.6830333758673588,0.8867945909193926,0.7601260512304754
320,4,3,0.001,,0.9032258064516129,0.4666666666666667,0.9281314168377823,0.6153846153846154,0.618792392845515,0.9139734582357533,0.7270428271539882
320,5,1,0.001,balanced,0.8333333333333334,0.6481481481481481,0.946058091286307,0.7291666666666666,0.7065495046369369,0.9223779854620976,0.7965687257495743
