threshold,precision,recall,specificity,accuracy,f1,mcc,balanced_accuracy
0.0,0.12093788564376799,1.0,0.0,0.12093788564376799,0.21577981651376146,0.0,0.5
0.001,0.12138728323699421,1.0,0.004211511464670099,0.1246400658165364,0.21649484536082475,0.02261026171935561,0.5021057557323351
0.002,0.12219451371571072,1.0,0.01169864295741694,0.13122171945701358,0.21777777777777776,0.03780886122743301,0.5058493214787084
0.003,0.12316099201345103,0.9965986394557823,0.023865231633130556,0.14150555327025915,0.21922933034044145,0.04611740106800031,0.5102319355444564
0.004,0.12489343563512362,0.9965986394557823,0.039307440336920914,0.15508021390374332,0.22196969696969698,0.06373389363086288,0.5179530398963517
0.005,0.12673010380622837,0.9965986394557823,0.055217594759007955,0.1690662278897573,0.22486569455103608,0.07830227455999045,0.5259081171073952
0.006,0.12867808519982432,0.9965986394557823,0.07159569489939167,0.1834635952283011,0.2279268767016725,0.09128141110513525,0.534097167177587
0.007,0.13041536400178652,0.9931972789115646,0.08890968647636874,0.19827231591937475,0.23055665219107777,0.09926091319694665,0.5410534826939667
0.008,0.13245334547109694,0.9897959183673469,0.10809546092653252,0.21472645002056767,0.23364110798875953,0.10821748008986135,0.5489456896469397
0.009000000000000001,0.13469577333952623,0.9863945578231292,0.12821712681328964,0.23200329082682025,0.23702492848385778,0.11742495692259788,0.5573058423182095
0.01,0.1368570080226522,0.9863945578231292,0.1441272812353767,0.24598930481283424,0.2403646912556983,0.12723785389637307,0.565260919529253
0.011,0.1395572666025024,0.9863945578231292,0.16331305568554047,0.26285479226655695,0.24451939291736932,0.13855100785756716,0.5748538067543348
0.012,0.14201762977473065,0.9863945578231292,0.18015910154422088,0.2776635129576306,0.2482876712328767,0.14812468364244566,0.583276829683675
0.013000000000000001,0.14507253626813407,0.9863945578231292,0.200280767430978,0.295351707116413,0.2529437418229394,0.15922621536498904,0.5933376626270537
0.014,0.14780835881753313,0.9863945578231292,0.21759475900795508,0.31057178116001644,0.2570921985815603,0.1685572460125317,0.6019946584155421
0.015,0.14974093264248706,0.9829931972789115,0.23210107627515209,0.32291238173591114,0.25989208633093525,0.1733832970368727,0.6075471367770318
0.016,0.15274841437632136,0.9829931972789115,0.24988301357042583,0.3385438091320444,0.2644098810612992,0.18278733615054316,0.6164381054246687
0.017,0.15450643776824036,0.9795918367346939,0.2625175479644361,0.34923899629781985,0.2669138090824838,0.18666937217774324,0.621054692349565
0.018000000000000002,0.15631808278867101,0.9761904761904762,0.2751520823584464,0.35993418346359524,0.26948356807511736,0.19061063873383546,0.6256712792744613
0.019,0.15944444444444444,0.9761904761904762,0.29199812821712684,0.3747429041546689,0.27411652340019105,0.1994643630215008,0.6340943022038015
0.02,0.16233031674208145,0.9761904761904762,0.3069723912026205,0.3879062114356232,0.27837051406401553,0.20730717487170727,0.6415814336965483
0.021,0.16408491107286288,0.9727891156462585,0.3182030884417408,0.3973673385438091,0.2808051055473736,0.21062715791317774,0.6454961020439997
0.022,0.1660839160839161,0.9693877551020408,0.33036967711745435,0.4076511723570547,0.2835820895522388,0.21450342128456285,0.6498787161097476
0.023,0.1680473372781065,0.9659863945578231,0.3420683200748713,0.4175236528177705,0.2862903225806452,0.21819828352145504,0.6540273573163472
0.024,0.17087845968712395,0.9659863945578231,0.3551708001871783,0.4290415466886055,0.2903885480572597,0.22517226813009708,0.6605785973725007
0.025,0.1722255912674348,0.9659863945578231,0.3612540945250351,0.4343891402714932,0.2923314462171899,0.2284174374543798,0.6636202445414291
0.026000000000000002,0.17436845348120764,0.9625850340136054,0.37295273748245206,0.444261620732209,0.2952529994783516,0.23224822408220305,0.6677688857480287
0.027,0.17676452217364147,0.9625850340136054,0.38324754328497895,0.45331139448786506,0.2986807387862797,0.2377974073968585,0.6729162886492922
0.028,0.17950350095480586,0.9591836734693877,0.3968179691155826,0.46482928835870013,0.3024128686327078,0.2427675357402803,0.6780008212924852
0.029,0.18276085547634477,0.9591836734693877,0.40992044922788956,0.47634718222953515,0.3070223189983669,0.2499397760942362,0.6845520613486387
0.03,0.18511198945981555,0.95578231292517,0.42115114646700985,0.4858083093377211,0.31015452538631344,0.25378698251494564,0.6884667296960899
0.031,0.18833780160857908,0.95578231292517,0.4333177351427234,0.4965034965034965,0.3146696528555431,0.260567354123567,0.6945500240339467
0.032,0.1906058543226685,0.9523809523809523,0.4436125409452504,0.5051419169066228,0.31764038570618264,0.2640374576274804,0.6979967466631014
0.033,0.19334719334719336,0.9489795918367347,0.4553111839026673,0.5150143973673386,0.32124352331606215,0.26838492680304976,0.702145387869701
0.034,0.1943859649122807,0.9421768707482994,0.4627983153954141,0.520773344302756,0.3222803955788249,0.2681006812039192,0.7024875930718567
